,Opp_obp
479,0.47368421052631576
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.3333333333333333
496,0.25806451612903225
497,0.21875
498,0.2857142857142857
499,0.21212121212121213
500,0.3333333333333333
501,0.375
502,0.21212121212121213
503,0.4318181818181818
504,0.32432432432432434
505,0.3888888888888889
506,0.41509433962264153
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.34285714285714286
521,0.4444444444444444
522,0.2727272727272727
523,0.3235294117647059
524,0.25
525,0.3055555555555556
526,0.42424242424242425
527,0.28125
528,0.22857142857142856
529,0.22580645161290322
530,0.3157894736842105
531,0.3333333333333333
532,0.0
533,0.0
534,0.0
535,0.4090909090909091
536,0.5333333333333333
537,0.3125
538,0.2571428571428571
539,0.0
540,0.0
541,0.0
542,0.30303030303030304
543,0.35135135135135137
544,0.21875
545,0.48717948717948717
546,0.0
547,0.0
548,0.0
549,0.475
550,0.4473684210526316
551,0.15625
552,0.3333333333333333
553,0.21875
554,0.42105263157894735
555,0.38095238095238093
556,0.3142857142857143
557,0.0
558,0.0
559,0.0
560,0.0
561,0.39473684210526316
562,0.38095238095238093
563,0.34210526315789475
564,0.21212121212121213
565,0.20588235294117646
566,0.1875
567,0.0
568,0.0
569,0.0
570,0.40540540540540543
571,0.42105263157894735
572,0.3611111111111111
573,0.32432432432432434
574,0.3902439024390244
575,0.3055555555555556
576,0.23333333333333334
577,0.0
578,0.0
579,0.0
580,0.42857142857142855
581,0.3333333333333333
582,0.35135135135135137
583,0.41025641025641024
584,0.2571428571428571
585,0.2571428571428571
586,0.22857142857142856
587,0.2777777777777778
588,0.3783783783783784
589,0.3055555555555556
590,0.2647058823529412
591,0.5135135135135135
592,0.5
593,0.20588235294117646
594,0.40540540540540543
595,0.4883720930232558
596,0.3611111111111111
597,0.30303030303030304
598,0.38461538461538464
599,0.29411764705882354
600,0.4666666666666667
601,0.2972972972972973
602,0.41025641025641024
603,0.425
604,0.0
605,0.0
606,0.0
607,0.3333333333333333
608,0.24242424242424243
609,0.425
610,0.25
611,0.38095238095238093
612,0.2702702702702703
613,0.0
614,0.0
615,0.0
616,0.40540540540540543
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.325
636,0.358974358974359
637,0.3611111111111111
638,0.24242424242424243
639,0.29411764705882354
640,0.1875
641,0.2727272727272727
642,0.0
643,0.0
644,0.0
645,0.37037037037037035
646,0.3157894736842105
647,0.38636363636363635
648,0.3939393939393939
649,0.475
650,0.36363636363636365
651,0.22580645161290322
652,0.25925925925925924
653,0.2903225806451613
654,0.3055555555555556
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.2857142857142857
663,0.22857142857142856
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
682,0.25806451612903225
683,0.42857142857142855
684,0.2903225806451613
685,0.24242424242424243
686,0.4444444444444444
687,0.3142857142857143
690,0.4897959183673469
691,0.375
692,0.35
693,0.3684210526315789
694,0.35294117647058826
695,0.42105263157894735
696,0.3076923076923077
697,0.42105263157894735
698,0.20588235294117646
699,0.34375
700,0.29411764705882354
701,0.3333333333333333
702,0.13793103448275862
703,0.39473684210526316
704,0.0
705,0.0
706,0.0
707,0.4166666666666667
708,0.5
709,0.22857142857142856
710,0.4117647058823529
711,0.41025641025641024
712,0.32432432432432434
713,0.38461538461538464
714,0.25
715,0.30303030303030304
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.16129032258064516
724,0.18181818181818182
725,0.3684210526315789
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.38235294117647056
733,0.2857142857142857
734,0.3125
735,0.2727272727272727
736,0.0
737,0.0
738,0.0
739,0.25
740,0.2777777777777778
741,0.4489795918367347
742,0.0
743,0.0
744,0.0
745,0.3235294117647059
746,0.40540540540540543
747,0.4523809523809524
748,0.23529411764705882
749,0.30303030303030304
750,0.3055555555555556
751,0.0
754,0.42857142857142855
755,0.3157894736842105
756,0.43243243243243246
757,0.42857142857142855
758,0.40540540540540543
759,0.2702702702702703
760,0.10344827586206896
761,0.3111111111111111
762,0.32432432432432434
763,0.40540540540540543
764,0.3783783783783784
765,0.34375
766,0.2647058823529412
767,0.5208333333333334
768,0.3684210526315789
769,0.41935483870967744
770,0.39473684210526316
771,0.3953488372093023
772,0.0
773,0.0
774,0.0
775,0.1935483870967742
776,0.40476190476190477
777,0.34285714285714286
778,0.39473684210526316
779,0.36363636363636365
780,0.22857142857142856
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.5
788,0.2647058823529412
789,0.37142857142857144
790,0.3902439024390244
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.3333333333333333
805,0.5151515151515151
806,0.525
807,0.39473684210526316
808,0.35294117647058826
809,0.3783783783783784
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.2571428571428571
818,0.38095238095238093
819,0.1935483870967742
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.34375
828,0.2647058823529412
829,0.2894736842105263
830,0.40540540540540543
831,0.37142857142857144
832,0.4
833,0.0
834,0.0
835,0.0
836,0.3125
837,0.2647058823529412
838,0.16666666666666666
839,0.34285714285714286
840,0.1875
841,0.43478260869565216
842,0.36585365853658536
843,0.25
844,0.3783783783783784
845,0.375
846,0.32432432432432434
847,0.2727272727272727
848,0.40816326530612246
849,0.3142857142857143
850,0.2571428571428571
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.16129032258064516
858,0.23529411764705882
859,0.24242424242424243
860,0.375
861,0.47058823529411764
862,0.42105263157894735
863,0.0
864,0.0
865,0.0
866,0.3902439024390244
867,0.3783783783783784
868,0.32432432432432434
869,0.42105263157894735
870,0.2972972972972973
871,0.375
872,0.0
873,0.0
874,0.0
875,0.3076923076923077
876,0.38461538461538464
877,0.16129032258064516
878,0.3902439024390244
879,0.23529411764705882
880,0.4186046511627907
881,0.21875
882,0.5526315789473685
883,0.4594594594594595
884,0.4
885,0.45
886,0.1935483870967742
887,0.23529411764705882
888,0.0
889,0.0
890,0.0
891,0.3333333333333333
892,0.24242424242424243
893,0.3142857142857143
894,0.0
895,0.0
896,0.0
897,0.42105263157894735
898,0.2894736842105263
899,0.15625
900,0.0
901,0.0
902,0.0
903,0.4444444444444444
904,0.38235294117647056
905,0.34375
906,0.0
907,0.0
908,0.0
909,0.23529411764705882
910,0.4
911,0.34375
912,0.35294117647058826
913,0.3125
914,0.325
915,0.3333333333333333
916,0.3333333333333333
917,0.2903225806451613
918,0.25806451612903225
919,0.2972972972972973
920,0.29545454545454547
921,0.20689655172413793
922,0.3333333333333333
923,0.3333333333333333
924,0.3888888888888889
925,0.375
926,0.3333333333333333
927,0.23333333333333334
928,0.35
929,0.1875
930,0.2777777777777778
931,0.425531914893617
932,0.30952380952380953
933,0.2777777777777778
934,0.0
935,0.0
936,0.0
937,0.4634146341463415
938,0.4722222222222222
939,0.2727272727272727
940,0.4090909090909091
941,0.18181818181818182
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.3157894736842105
950,0.26666666666666666
951,0.2647058823529412
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.2647058823529412
960,0.25
961,0.1875
962,0.0
963,0.0
964,0.0
965,0.46511627906976744
966,0.475
967,0.4878048780487805
968,0.29411764705882354
969,0.0
970,0.0
971,0.0
972,0.2727272727272727
973,0.32432432432432434
974,0.36585365853658536
975,0.25
976,0.1935483870967742
977,0.0
978,0.0
979,0.0
980,0.42105263157894735
981,0.2777777777777778
982,0.40476190476190477
983,0.2972972972972973
984,0.2727272727272727
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.46875
992,0.25
993,0.3902439024390244
994,0.4594594594594595
995,0.0
996,0.0
997,0.0
998,0.3333333333333333
999,0.3157894736842105
1000,0.358974358974359
1001,0.21212121212121213
1002,0.23529411764705882
1003,0.4186046511627907
1004,0.3953488372093023
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.2
1014,0.3333333333333333
1015,0.1935483870967742
1016,0.2972972972972973
1017,0.29411764705882354
1018,0.3684210526315789
1019,0.4782608695652174
1020,0.34210526315789475
1021,0.42105263157894735
1022,0.3055555555555556
1023,0.43902439024390244
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.5116279069767442
1029,0.26666666666666666
1030,0.35294117647058826
1031,0.21212121212121213
1032,0.36585365853658536
1033,0.21212121212121213
1034,0.3157894736842105
1035,0.3142857142857143
1036,0.16129032258064516
1037,0.34375
1038,0.5128205128205128
1039,0.30303030303030304
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.1
1048,0.25
1049,0.3076923076923077
1050,0.0
1051,0.0
1052,0.0
1053,0.4318181818181818
1054,0.4634146341463415
1055,0.26666666666666666
1056,0.32432432432432434
1057,0.4146341463414634
1058,0.25
1059,0.0
1060,0.0
1061,0.0
1062,0.4074074074074074
1063,0.43902439024390244
1064,0.3888888888888889
1067,0.0
1068,0.0
1069,0.3142857142857143
1070,0.23529411764705882
1071,0.3902439024390244
1072,0.0
1075,0.0
1076,0.475
1077,0.2903225806451613
1078,0.358974358974359
1079,0.3684210526315789
1080,0.32432432432432434
1081,0.21875
1082,0.0
1083,0.0
1084,0.0
1085,0.3142857142857143
1086,0.24242424242424243
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.3
1095,0.47368421052631576
1096,0.35714285714285715
1097,0.0
1098,0.0
1099,0.0
1100,0.30303030303030304
1101,0.25
1102,0.21875
1103,0.3076923076923077
1104,0.3125
1105,0.42105263157894735
1106,0.4166666666666667
1107,0.35
1108,0.2972972972972973
1109,0.2972972972972973
1110,0.2727272727272727
1111,0.325
1112,0.2777777777777778
1113,0.34285714285714286
1114,0.0
1115,0.0
1116,0.0
1117,0.26666666666666666
1118,0.3235294117647059
1119,0.3333333333333333
1120,0.0
1121,0.0
1122,0.0
1123,0.41025641025641024
1124,0.22580645161290322
1125,0.34210526315789475
1126,0.3333333333333333
1127,0.3142857142857143
1128,0.3125
1129,0.0
1130,0.0
1131,0.0
1132,0.47368421052631576
1133,0.3157894736842105
1134,0.26666666666666666
1135,0.25
1136,0.2727272727272727
1137,0.34285714285714286
1138,0.36363636363636365
1139,0.3611111111111111
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.375
1148,0.36585365853658536
1149,0.25
1150,0.0
1151,0.0
1152,0.0
1153,0.07142857142857142
1154,0.3055555555555556
1155,0.4473684210526316
1156,0.21212121212121213
1157,0.1388888888888889
1158,0.358974358974359
1159,0.425531914893617
1160,0.12903225806451613
1161,0.24242424242424243
1162,0.3235294117647059
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.3055555555555556
1173,0.20588235294117646
1174,0.4
1175,0.0
1176,0.0
1177,0.0
1178,0.3611111111111111
1179,0.21951219512195122
1180,0.23529411764705882
1181,0.34375
1182,0.2647058823529412
1183,0.16129032258064516
1184,0.3235294117647059
1185,0.1724137931034483
1186,0.3235294117647059
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1193,0.0
1194,0.0
1195,0.4
1196,0.2857142857142857
1197,0.2777777777777778
1198,0.18181818181818182
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.13333333333333333
1206,0.3055555555555556
1207,0.2777777777777778
1210,0.1724137931034483
1211,0.34375
1212,0.40540540540540543
1213,0.34285714285714286
1214,0.2777777777777778
1215,0.5
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1225,0.0
1226,0.16129032258064516
1227,0.4146341463414634
1228,0.22580645161290322
1229,0.0
1232,0.55
1233,0.5
1234,0.21428571428571427
1235,0.32432432432432434
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.36666666666666664
1243,0.1875
1248,0.36585365853658536
1249,0.2926829268292683
1250,0.40540540540540543
1251,0.4523809523809524
1252,0.3684210526315789
1253,0.3333333333333333
1254,0.37142857142857144
1255,0.2
1256,0.3888888888888889
1257,0.23529411764705882
1258,0.23529411764705882
1259,0.2903225806451613
1260,0.35
1261,0.0
1262,0.0
1263,0.0
1264,0.35294117647058826
1265,0.35714285714285715
1266,0.425
1267,0.325
1268,0.21875
1269,0.2702702702702703
1270,0.21951219512195122
1271,0.3783783783783784
1272,0.1875
1273,0.28125
1274,0.4166666666666667
1275,0.46153846153846156
1276,0.3225806451612903
1277,0.30952380952380953
1278,0.3333333333333333
1279,0.3548387096774194
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.3684210526315789
1287,0.18181818181818182
1288,0.2777777777777778
1289,0.40540540540540543
1290,0.3333333333333333
1291,0.3333333333333333
1292,0.18181818181818182
1293,0.2647058823529412
1294,0.2571428571428571
1295,0.5
1296,0.375
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.45
1302,0.35294117647058826
1303,0.4166666666666667
1304,0.5
1305,0.45
1306,0.4411764705882353
1307,0.2857142857142857
1308,0.2972972972972973
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.2857142857142857
1322,0.3055555555555556
1323,0.16666666666666666
1324,0.36585365853658536
1325,0.2571428571428571
1326,0.2727272727272727
1327,0.358974358974359
1328,0.30303030303030304
1329,0.25806451612903225
1330,0.4
1331,0.12903225806451613
1332,0.0
1333,0.0
1334,0.0
1335,0.3333333333333333
1336,0.3902439024390244
1337,0.36363636363636365
1338,0.2857142857142857
1339,0.2972972972972973
1340,0.19444444444444445
1341,0.0
1342,0.0
1343,0.0
1344,0.3181818181818182
1345,0.38461538461538464
1346,0.3
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.2702702702702703
1357,0.30303030303030304
1358,0.39473684210526316
1359,0.4523809523809524
1360,0.32432432432432434
1361,0.3684210526315789
1362,0.37142857142857144
1363,0.40540540540540543
1364,0.3333333333333333
1365,0.3870967741935484
1366,0.36363636363636365
1367,0.358974358974359
1370,0.3333333333333333
1371,0.25
1372,0.2857142857142857
1373,0.3888888888888889
1374,0.3142857142857143
1375,0.4666666666666667
1376,0.3
1377,0.43902439024390244
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1395,0.2857142857142857
1396,0.3235294117647059
1397,0.23684210526315788
1398,0.41025641025641024
1399,0.0
1402,0.0
1403,0.40540540540540543
1406,0.41025641025641024
1407,0.125
1408,0.225
1409,0.41025641025641024
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1416,0.0
1417,0.32432432432432434
1418,0.35135135135135137
1419,0.34210526315789475
1420,0.0
1421,0.0
1422,0.0
1423,0.42857142857142855
1424,0.3055555555555556
1425,0.375
1426,0.28125
1427,0.18181818181818182
1428,0.375
1429,0.36363636363636365
1430,0.425
1431,0.3142857142857143
1432,0.0
1433,0.0
1434,0.0
1435,0.3055555555555556
1436,0.2571428571428571
1437,0.2
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.5121951219512195
1447,0.3548387096774194
1448,0.38235294117647056
1449,0.2857142857142857
1450,0.2571428571428571
1451,0.4772727272727273
1452,0.21212121212121213
1453,0.0
1454,0.0
1455,0.2571428571428571
1456,0.24242424242424243
1457,0.3333333333333333
1458,0.2777777777777778
1459,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.5333333333333333
1468,0.375
1469,0.45454545454545453
1470,0.0
1471,0.0
1472,0.0
1473,0.2647058823529412
1474,0.2727272727272727
1475,0.16666666666666666
1476,0.0
1477,0.0
1478,0.0
1479,0.40625
1480,0.2857142857142857
1481,0.2571428571428571
1482,0.3684210526315789
1483,0.15625
1484,0.2777777777777778
1485,0.32432432432432434
1486,0.2903225806451613
1487,0.07142857142857142
1488,0.2903225806451613
1491,0.3055555555555556
1492,0.3157894736842105
1493,0.3142857142857143
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.25806451612903225
1500,0.18181818181818182
1501,0.3333333333333333
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.2647058823529412
1513,0.34285714285714286
1514,0.34285714285714286
1515,0.2702702702702703
1516,0.2702702702702703
1517,0.1875
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.2647058823529412
1523,0.29411764705882354
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.4411764705882353
1529,0.3783783783783784
1530,0.29411764705882354
1531,0.3055555555555556
1532,0.2857142857142857
1533,0.1
1534,0.39473684210526316
1535,0.34210526315789475
1536,0.3611111111111111
1537,0.3055555555555556
1538,0.25
1539,0.3055555555555556
1540,0.2894736842105263
1541,0.34210526315789475
1542,0.35
1543,0.23529411764705882
1544,0.0
1545,0.0
1546,0.0
1547,0.3939393939393939
1548,0.4166666666666667
1549,0.40540540540540543
1550,0.3142857142857143
1551,0.375
1552,0.46511627906976744
1553,0.16129032258064516
1554,0.39473684210526316
1555,0.3333333333333333
1556,0.30303030303030304
1557,0.2777777777777778
1558,0.25
1559,0.38461538461538464
1560,0.1935483870967742
1561,0.4473684210526316
1562,0.23529411764705882
1563,0.38095238095238093
1564,0.3333333333333333
1565,0.2727272727272727
1566,0.3125
1567,0.21212121212121213
1568,0.5365853658536586
1569,0.2777777777777778
1570,0.4473684210526316
1571,0.43902439024390244
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.275
1586,0.4090909090909091
1587,0.2903225806451613
1588,0.25
1589,0.3142857142857143
1590,0.22857142857142856
1591,0.4186046511627907
1592,0.325
1593,0.40476190476190477
1594,0.1875
1595,0.4146341463414634
1596,0.25
1597,0.26666666666666666
1598,0.22580645161290322
1599,0.47368421052631576
1600,0.3
1601,0.37142857142857144
1602,0.25
1603,0.4186046511627907
1604,0.22580645161290322
1605,0.2571428571428571
1606,0.0
1607,0.0
1608,0.0
1609,0.30303030303030304
1610,0.2647058823529412
1611,0.2558139534883721
1612,0.2903225806451613
1613,0.22580645161290322
1614,0.3333333333333333
1615,0.2647058823529412
1616,0.2631578947368421
1617,0.0
1618,0.0
1619,0.0
1620,0.3902439024390244
1621,0.32432432432432434
1622,0.28125
1623,0.0
1624,0.0
1625,0.0
1626,0.4222222222222222
1627,0.25
1628,0.22580645161290322
1629,0.03571428571428571
1630,0.35714285714285715
1631,0.2571428571428571
1632,0.13793103448275862
