,Opp_obp
1633,0.23529411764705882
1634,0.1
1635,0.1935483870967742
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.2571428571428571
1646,0.2972972972972973
1647,0.2571428571428571
1648,0.29411764705882354
1649,0.1875
1650,0.2857142857142857
1651,0.3333333333333333
1652,0.4358974358974359
1653,0.358974358974359
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.3142857142857143
1661,0.42105263157894735
1662,0.4
1663,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.35135135135135137
1671,0.325
1672,0.24242424242424243
1675,0.20588235294117646
1676,0.4878048780487805
1677,0.375
1678,0.3902439024390244
1679,0.16216216216216217
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.12903225806451613
1685,0.35294117647058826
1686,0.3902439024390244
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.5
1694,0.3055555555555556
1695,0.18181818181818182
1696,0.17647058823529413
1697,0.25806451612903225
1698,0.3902439024390244
1699,0.16666666666666666
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.375
1707,0.22580645161290322
1708,0.2631578947368421
1709,0.20588235294117646
1710,0.3055555555555556
1711,0.3157894736842105
1712,0.03571428571428571
1713,0.29411764705882354
1714,0.0
1715,0.0
1716,0.0
1717,0.34285714285714286
1718,0.4473684210526316
1719,0.34285714285714286
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.2777777777777778
1727,0.3333333333333333
1728,0.2926829268292683
1729,0.3170731707317073
1730,0.32432432432432434
1731,0.3125
1732,0.34285714285714286
1733,0.36585365853658536
1734,0.4
1735,0.35135135135135137
1736,0.2857142857142857
1737,0.26666666666666666
1738,0.3055555555555556
1739,0.15625
1740,0.38461538461538464
1741,0.2727272727272727
1742,0.358974358974359
1743,0.4
1744,0.21212121212121213
1745,0.21875
1746,0.2727272727272727
1747,0.36585365853658536
1748,0.35135135135135137
1749,0.4888888888888889
1750,0.2647058823529412
1751,0.20588235294117646
1752,0.3953488372093023
1753,0.37142857142857144
1754,0.2571428571428571
1755,0.0
1756,0.0
1757,0.0
1758,0.3142857142857143
1759,0.15625
1760,0.0
1761,0.0
1762,0.0
1763,0.4
1764,0.35
1765,0.2647058823529412
1766,0.3103448275862069
1767,0.0
1768,0.0
1769,0.0
1770,0.1935483870967742
1771,0.38095238095238093
1772,0.3783783783783784
1773,0.21875
1774,0.2894736842105263
1775,0.3142857142857143
1776,0.3333333333333333
1777,0.0
1778,0.0
1779,0.0
1780,0.3829787234042553
1781,0.26666666666666666
1782,0.5
1783,0.0
1786,0.0
1787,0.25
1788,0.2777777777777778
1789,0.2631578947368421
1790,0.0
1791,0.0
1792,0.0
1793,0.38235294117647056
1794,0.2571428571428571
1795,0.34210526315789475
1796,0.40540540540540543
1797,0.35714285714285715
1798,0.45
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.20588235294117646
1809,0.38636363636363635
1810,0.3235294117647059
1811,0.3125
1812,0.40540540540540543
1813,0.4166666666666667
1814,0.3902439024390244
1815,0.30303030303030304
1816,0.3939393939393939
1817,0.25
1818,0.21875
1819,-1.0
1820,-1.0
1821,-1.0
1822,-1.0
1823,-1.0
1824,-1.0
1825,-1.0
1826,-1.0
1827,-1.0
1828,-1.0
1829,-1.0
1830,-1.0
1831,-1.0
1832,-1.0
1833,-1.0
1834,-1.0
1835,-1.0
1836,-1.0
1837,-1.0
1838,-1.0
1839,-1.0
1840,-1.0
1841,-1.0
