Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
16,Wednesday Apr 16,boxscore,COL,@,SDP,L,2,4,,7-9,4,3.5,Cashner,De La Rosa,Street,2:53,N,17428,1.01,-,
17,Thursday Apr 17,boxscore,COL,@,SDP,W,3,1,,8-9,3,2.5,Morales,Kennedy,Hawkins,2:38,D,17557,.97,+,
18,Friday Apr 18,boxscore,COL,,PHI,W,12,1,,9-9,3,1.5,Chatwood,Pettibone,,2:48,N,35705,.96,++,
19,Saturday Apr 19,boxscore,COL,,PHI,W,3,1,,10-9,3,1.5,Lyles,Kendrick,Hawkins,2:23,N,31352,.99,+++,
20,Sunday Apr 20,boxscore,COL,,PHI,L,9,10,,10-10,3,2.5,Diekman,Belisle,Papelbon,4:08,D,33563,1.02,-,
21,Monday Apr 21,boxscore,COL,,SFG,W,8,2,,11-10,3,1.5,De La Rosa,Vogelsong,,3:13,N,25434,1.17,+,
22,Tuesday Apr 22,boxscore,COL,,SFG,W,2,1,,12-10,2,0.5,Morales,Bumgarner,Hawkins,2:41,N,27165,1.19,++,
23,Wednesday Apr 23,boxscore,COL,,SFG,L,10,12,11,12-11,3,1.5,Machi,Bettis,,4:26,D,35191,1.31,-,
24,Friday Apr 25,boxscore,COL,@,LAD,W,5,4,11,13-11,2,0.5,Brothers,Wright,Hawkins,3:40,N,44866,1.26,+,
25,Saturday Apr 26,boxscore,COL,@,LAD,L,3,6,,13-12,3,1.5,Maholm,Nicasio,Jansen,3:38,N,45241,1.31,-,
26,Sunday Apr 27,boxscore,COL,@,LAD,W,6,1,,14-12,2,1.5,De La Rosa,Ryu,,3:09,D,52359,1.21,+,
27,Monday Apr 28,boxscore,COL,@,ARI,W,8,5,,15-12,2,0.5,Morales,Miley,Hawkins,3:03,N,17127,1.13,++,
28,Tuesday Apr 29,boxscore,COL,@,ARI,W,5,4,,16-12,2,0.5,Logan,Reed,Hawkins,3:10,N,19702,1.17,+++,
29,Wednesday Apr 30,boxscore,COL,@,ARI,L-wo,4,5,10,16-13,2,1.5,Reed,Kahnle,,2:57,N,19135,1.18,-,
30,Thursday May 1,boxscore,COL,,NYM,W,7,4,,17-13,3,1.0,Nicasio,Colón,,2:48,N,22989,1.11,+,
31,Friday May 2,boxscore,COL,,NYM,W,10,3,,18-13,2,1.0,De La Rosa,Wheeler,,3:02,N,42040,1.20,++,
32,Saturday May 3,boxscore,COL,,NYM,W-wo,11,10,,19-13,2,1.0,Hawkins,Farnsworth,,3:47,N,38688,1.21,+++,
33,Sunday May 4,boxscore,COL,,NYM,L,1,5,,19-14,2,2.0,Gee,Chacín,,3:03,D,40190,1.15,-,
34,Monday May 5,boxscore,COL,,TEX,W,8,2,,20-14,2,2.0,Lyles,Pérez,,3:01,N,26242,1.12,+,
35,Tuesday May 6,boxscore,COL,,TEX,W,12,1,,21-14,2,1.0,Nicasio,Ross,,3:32,N,27838,1.21,++,
36,Wednesday May 7,boxscore,COL,@,TEX,W,9,2,,22-14,1,Tied,De La Rosa,Lewis,,3:06,N,29467,1.15,+++,
37,Thursday May 8,boxscore,COL,@,TEX,L,0,5,,22-15,2,1.0,Harrison,Morales,,2:59,N,27617,1.22,-,
38,Friday May 9,boxscore,COL,@,CIN,L-wo,3,4,,22-16,2,2.0,Broxton,Logan,,2:34,N,27187,1.27,--,
39,Saturday May 10,boxscore,COL,@,CIN,W,11,2,,23-16,2,1.0,Lyles,Simón,,3:10,N,37984,1.29,+,
40,Sunday May 11,boxscore,COL,@,CIN,L,1,4,,23-17,2,2.0,Bailey,Nicasio,Chapman,2:49,D,33143,1.24,-,
41,Tuesday May 13,boxscore,COL,@,KCR,L,1,5,,23-18,2,2.5,Shields,Morales,,2:50,N,15914,1.18,--,
42,Wednesday May 14,boxscore,COL,@,KCR,L,2,3,,23-19,2,3.5,Vargas,Chacín,Holland,2:34,D,27323,1.18,---,
43,Friday May 16,boxscore,COL,,SDP,W,3,1,,24-19,2,3.0,De La Rosa,Stults,Hawkins,3:02,N,35384,1.24,+,
44,Saturday May 17,boxscore,COL,,SDP,L,5,8,,24-20,2,3.0,Erlin,Lyles,Street,3:39,N,40508,1.30,-,
45,Sunday May 18,boxscore,COL,,SDP,W-wo,8,6,10,25-20,2,3.0,Masset,Thayer,,3:34,D,44092,1.30,+,
46,Tuesday May 20,boxscore,COL,,SFG,W-wo,5,4,,26-20,2,2.0,Hawkins,Romo,,3:33,N,31046,1.55,++,
47,Wednesday May 21,boxscore,COL,,SFG,L,1,5,,26-21,2,3.0,Petit,Chacín,,3:00,N,30411,1.62,-,
48,Thursday May 22,boxscore,COL,,SFG,L,2,4,,26-22,2,4.0,Affeldt,Friedrich,Casilla,3:13,D,36468,1.56,--,
49,Friday May 23,boxscore,COL,@,ATL,L,2,3,,26-23,2,5.0,Carpenter,Ottavino,Kimbrel,3:13,N,25646,1.23,---,
50,Saturday May 24,boxscore,COL,@,ATL,W,3,1,,27-23,2,5.0,Nicasio,Minor,Hawkins,3:10,D,26741,1.09,+,
51,Sunday May 25,boxscore,COL,@,ATL,L,0,7,,27-24,2,6.0,Teheran,Morales,,2:48,N,35565,1.21,-,
52,Monday May 26,boxscore,COL,@,PHI,L,0,9,,27-25,3,6.0,Kendrick,Chacín,,3:06,N,27289,1.12,--,
53,Tuesday May 27,boxscore,COL,@,PHI,W,6,2,,28-25,3,6.0,De La Rosa,Hamels,,3:21,N,23159,1.08,+,
54,Wednesday May 28,boxscore,COL,@,PHI,L-wo,3,6,,28-26,3,7.0,Papelbon,Hawkins,,3:46,N,23691,1.13,-,
55,Friday May 30,boxscore,COL,@,CLE,L,2,5,,28-27,3,8.5,Kluber,Nicasio,Allen,3:07,N,25066,1.03,--,
56,Saturday May 31,boxscore,COL,@,CLE,L,6,7,,28-28,3,8.5,Shaw,Brothers,Allen,3:05,D,20174,.95,---,
57,Sunday Jun 1,boxscore,COL,@,CLE,L-wo,4,6,,28-29,3,9.5,Atchison,Ottavino,,3:11,D,16682,.95,----,
58,Tuesday Jun 3,boxscore,COL,,ARI,L,2,4,,28-30,3,9.5,Anderson,De La Rosa,Reed,3:03,N,29682,.90,-----,
59,Wednesday Jun 4,boxscore,COL,,ARI,L,8,16,,28-31,3,10.5,Ziegler,Brothers,,3:58,N,26199,.82,------,
60,Thursday Jun 5,boxscore,COL,,ARI,L,7,12,,28-32,3,11.5,Arroyo,Nicasio,,3:36,N,26521,.76,-------,
61,Friday Jun 6,boxscore,COL,,LAD,L,2,7,,28-33,3,12.5,Ryu,Butler,,3:23,N,39203,.77,--------,
62,Saturday Jun 7,boxscore,COL,,LAD,W-wo,5,4,10,29-33,3,12.5,Morales,Perez,,3:35,D,40474,.66,+,
63,Sunday Jun 8,boxscore,COL,,LAD,L,1,6,6,29-34,3,13.5,Kershaw,De La Rosa,,2:04,D,38111,.73,-,
64,Monday Jun 9,boxscore,COL,,ATL,L,1,3,,29-35,3,13.5,Floyd,Bergman,Kimbrel,2:55,N,28817,.59,--,
65,Tuesday Jun 10,boxscore,COL,,ATL,L,10,13,,29-36,3,13.5,Hale,Nicasio,Kimbrel,3:49,N,27875,.53,---,
66,Wednesday Jun 11,boxscore,COL,,ATL,W,8,2,,30-36,3,12.5,Matzek,Teheran,,2:40,N,29112,.48,+,
67,Thursday Jun 12,boxscore,COL,,ATL,W,10,3,,31-36,3,12.5,Chacín,Santana,,2:39,D,33648,.57,++,
68,Friday Jun 13,boxscore,COL,@,SFG,W,7,4,,32-36,3,11.5,Belisle,Romo,Hawkins,3:36,N,41258,.68,+++,
69,Saturday Jun 14,boxscore,COL,@,SFG,W,5,4,,33-36,3,10.5,Brothers,Romo,Hawkins,3:23,D,41704,.76,++++,
70,Sunday Jun 15,boxscore,COL,@,SFG,W,8,7,,34-36,3,9.5,Belisle,Gutiérrez,Hawkins,3:43,D,41824,.86,+++++,
71,Monday Jun 16,boxscore,COL,@,LAD,L,1,6,,34-37,3,10.0,Ryu,Matzek,,3:11,N,44077,.98,-,
72,Tuesday Jun 17,boxscore,COL,@,LAD,L,2,4,,34-38,3,10.0,Greinke,Chacín,Jansen,3:33,N,44175,.86,--,
73,Wednesday Jun 18,boxscore,COL,@,LAD,L,0,8,,34-39,3,10.0,Kershaw,De La Rosa,,2:58,N,46069,.82,---,
74,Friday Jun 20,boxscore,COL,,MIL,L,10,13,,34-40,3,10.0,Estrada,Bergman,Rodríguez,3:59,N,41238,.64,----,
75,Saturday Jun 21,boxscore,COL,,MIL,L,4,9,,34-41,3,11.0,Peralta,Friedrich,,2:58,D,38020,.58,-----,
76,Sunday Jun 22,boxscore,COL,,MIL,L,5,6,,34-42,3,12.0,Lohse,Matzek,Rodríguez,3:38,D,36619,.49,------,
77,Monday Jun 23,boxscore,COL,,STL,L,0,8,,34-43,3,12.0,Lynn,Chacín,,2:41,N,37078,.40,-------,
78,Tuesday Jun 24,boxscore,COL,,STL,W,10,5,,35-43,3,11.0,De La Rosa,Greenwood,,3:55,N,34554,.33,+,
79,Wednesday Jun 25,boxscore,COL,,STL,L,6,9,,35-44,3,12.0,Neshek,Ottavino,Rosenthal,3:38,D,34635,.41,-,
80,Thursday Jun 26,boxscore,COL,@,MIL,L,4,7,,35-45,3,12.0,Peralta,Friedrich,Rodríguez,3:50,N,27056,.32,--,
81,Friday Jun 27,boxscore,COL,@,MIL,L-wo,2,3,,35-46,3,12.0,Rodríguez,Belisle,,3:09,N,34132,.25,---,
82,Saturday Jun 28,boxscore,COL,@,MIL,L,4,7,,35-47,3,12.0,Garza,Chacín,Rodríguez,3:11,D,40816,.21,----,
83,Sunday Jun 29,boxscore,COL,@,MIL,W,10,4,,36-47,3,11.0,De La Rosa,Gallardo,,3:33,D,43656,.18,+,
84,Monday Jun 30,boxscore,COL,@,WSN,L,3,7,,36-48,4,11.5,Zimmermann,Flande,,2:58,N,33660,.22,-,
85,Tuesday Jul 1,boxscore,COL,@,WSN,L,1,7,,36-49,4,12.5,Strasburg,Friedrich,,3:19,N,26033,.19,--,
86,Wednesday Jul 2,boxscore,COL,@,WSN,L,3,4,,36-50,4,12.5,Fister,Belisle,Soriano,2:42,N,28943,.14,---,
87,Thursday Jul 3,boxscore,COL,,LAD,L,2,3,,36-51,4,12.5,Greinke,Hawkins,Jansen,3:02,N,48533,.15,----,
88,Friday Jul 4,boxscore,COL,,LAD,L,0,9,,36-52,4,13.5,Kershaw,Jurrjens,,3:13,N,48815,.13,-----,
89,Saturday Jul 5,boxscore,COL,,LAD,W,8,7,,37-52,4,12.5,De La Rosa,Haren,Hawkins,3:25,D,32926,.08,+,
90,Sunday Jul 6,boxscore,COL,,LAD,L,2,8,,37-53,4,13.5,Beckett,Flande,,3:44,D,33924,.10,-,
91,Monday Jul 7,boxscore,COL,,SDP,L,1,6,,37-54,5,14.0,Kennedy,Matzek,,2:47,N,26782,.06,--,
92,Tuesday Jul 8,boxscore,COL,,SDP,W,2,1,,38-54,4,13.0,Morales,Ross,Hawkins,3:11,N,27601,.04,+,
93,Wednesday Jul 9,boxscore,COL,,SDP,W,6,3,,39-54,4,12.5,Logan,Benoit,Hawkins,3:09,D,26212,.06,++,
94,Friday Jul 11,boxscore,COL,,MIN,W,6,2,,40-54,4,12.0,De La Rosa,Johnson,,2:59,N,36110,.06,+++,
95,Saturday Jul 12,boxscore,COL,,MIN,L,3,9,,40-55,4,12.5,Correia,Matzek,,3:17,D,35930,.09,-,
96,Sunday Jul 13,boxscore,COL,,MIN,L,5,13,,40-56,4,13.5,Hughes,Anderson,,3:23,D,35743,.07,--,
97,Friday Jul 18,boxscore,COL,@,PIT,L,2,4,,40-57,5,14.0,Watson,Belisle,Melancon,3:46,N,37833,.04,---,
98,Saturday Jul 19,boxscore,COL,@,PIT,L-wo,2,3,11,40-58,5,15.0,Hughes,Bettis,,3:31,N,37396,.03,----,
99,Sunday Jul 20,boxscore,COL,@,PIT,L,3,5,,40-59,5,15.0,Gómez,Belisle,Melancon,3:05,D,35609,.02,-----,
100,Monday Jul 21,boxscore,COL,,WSN,L,2,7,,40-60,5,16.0,Fister,Morales,,3:01,N,33082,.01,------,
101,Tuesday Jul 22,boxscore,COL,,WSN,L,4,7,,40-61,5,17.0,Stammen,Brown,Soriano,3:34,N,36874,.01,-------,
102,Wednesday Jul 23,boxscore,COL,,WSN,W,6,4,,41-61,5,17.0,De La Rosa,Strasburg,,3:17,D,30728,.01,+,
103,Friday Jul 25,boxscore,COL,,PIT,W,8,1,,42-61,5,15.5,Anderson,Morton,,2:56,N,38487,.01,++,
104,Saturday Jul 26,boxscore,COL,,PIT,W,8,1,,43-61,5,14.5,Matzek,Locke,,2:49,N,44611,.01,+++,
105,Sunday Jul 27,boxscore,COL,,PIT,L,5,7,,43-62,5,15.5,Watson,Brothers,Melancon,3:58,D,40382,.01,-,
106,Monday Jul 28,boxscore,COL,@,CHC,L,1,4,,43-63,5,16.0,Wada,Flande,Rondón,2:53,N,29702,.01,--,
107,Tuesday Jul 29,boxscore,COL,@,CHC,L-wo,3,4,16,43-64,5,17.0,Baker,Matzek,,6:27,N,28590,.01,---,
108,Wednesday Jul 30,boxscore,COL,@,CHC,W,6,4,10,44-64,5,17.0,Scahill,Wright,Ottavino,3:27,N,29491,.00,+,
109,Thursday Jul 31,boxscore,COL,@,CHC,L,1,3,,44-65,5,18.0,Arrieta,Hernández,Rondón,2:59,D,35729,.00,-,
110,Friday Aug 1,boxscore,COL,@,DET,L,2,4,,44-66,5,18.0,Verlander,Morales,Nathan,2:56,N,39052,.00,--,
111,Saturday Aug 2,boxscore,COL,@,DET,L,5,11,,44-67,5,19.0,Porcello,Matzek,,3:15,N,42811,.00,---,
112,Sunday Aug 3,boxscore,COL,@,DET,L,0,4,,44-68,5,19.0,Sánchez,De La Rosa,,2:58,D,41487,.00,----,
113,Tuesday Aug 5,boxscore,COL,,CHC,L,5,6,12,44-69,5,19.5,Rondón,Logan,Villanueva,4:21,N,35043,.00,-----,
114,Wednesday Aug 6,boxscore,COL,,CHC,W,13,4,,45-69,5,19.5,Lyles,Arrieta,,2:51,N,35804,.00,+,
115,Thursday Aug 7,boxscore,COL,,CHC,L,2,6,,45-70,5,20.5,Hendricks,Flande,,2:29,D,32585,.00,-,
116,Friday Aug 8,boxscore,COL,@,ARI,L,3,5,,45-71,5,20.5,Anderson,Matzek,,3:05,N,21782,.00,--,
117,Saturday Aug 9,boxscore,COL,@,ARI,L,4,14,,45-72,5,20.5,Cahill,De La Rosa,,3:11,N,24993,.00,---,
118,Sunday Aug 10,boxscore,COL,@,ARI,W,5,3,10,46-72,5,20.5,Belisle,Pérez,Hawkins,3:34,D,22104,.00,+,
119,Monday Aug 11,boxscore,COL,@,SDP,L,3,4,,46-73,5,21.5,Vincent,Logan,Benoit,3:10,N,28591,.00,-,
120,Tuesday Aug 12,boxscore,COL,@,SDP,L,1,4,,46-74,5,22.5,Despaigne,Flande,,2:41,N,27188,.00,--,
121,Wednesday Aug 13,boxscore,COL,@,SDP,L,3,5,,46-75,5,22.5,Kennedy,Matzek,Benoit,3:01,D,23902,.00,---,
122,Thursday Aug 14,boxscore,COL,,CIN,W,7,3,,47-75,5,22.5,De La Rosa,Simón,,2:53,N,32538,.00,+,
123,Friday Aug 15,boxscore,COL,,CIN,L,2,3,,47-76,5,22.5,Cueto,Ottavino,Chapman,3:02,N,33668,.00,-,
124,Sunday Aug 17 (1),boxscore,COL,,CIN,W-wo,10,9,,48-76,5,20.5,Brothers,Hoover,,3:59,D,42310,.00,+,2014-08-16 (Water main break)
125,Sunday Aug 17 (2),boxscore,COL,,CIN,W,10,5,,49-76,5,20.5,Ottavino,Contreras,,3:06,N,33604,.00,++,
126,Tuesday Aug 19,boxscore,COL,,KCR,L,4,7,,49-77,5,21.5,Shields,Matzek,Holland,3:12,N,30394,.00,-,
127,Wednesday Aug 20,boxscore,COL,,KCR,W,5,2,,50-77,5,20.5,De La Rosa,Duffy,Hawkins,2:37,N,28834,.00,+,
128,Friday Aug 22,boxscore,COL,,MIA,L,5,13,,50-78,5,22.0,Álvarez,Morales,,3:36,N,30674,.00,-,
129,Saturday Aug 23,boxscore,COL,,MIA,W-wo,5,4,13,51-78,5,22.0,Belisle,Dyson,,4:28,N,31109,.00,+,
130,Sunday Aug 24,boxscore,COL,,MIA,W,7,4,,52-78,5,21.0,Bergman,Hand,Hawkins,3:07,D,40509,.00,++,
131,Monday Aug 25,boxscore,COL,@,SFG,W,3,2,,53-78,5,20.5,Matzek,Peavy,Hawkins,2:47,N,41052,.00,+++,
132,Tuesday Aug 26,boxscore,COL,@,SFG,L,0,3,,53-79,5,21.5,Bumgarner,De La Rosa,,2:33,N,41050,.00,-,
133,Wednesday Aug 27,boxscore,COL,@,SFG,L-wo,2,4,,53-80,5,22.5,Casilla,Nicasio,,2:54,N,41071,.00,--,
134,Thursday Aug 28,boxscore,COL,@,SFG,L,1,4,,53-81,5,23.0,Petit,Lyles,Casilla,2:50,D,41017,.00,---,
135,Friday Aug 29,boxscore,COL,@,ARI,L,2,5,,53-82,5,23.0,Ziegler,Brothers,Reed,2:54,N,22585,.00,----,
136,Saturday Aug 30,boxscore,COL,@,ARI,W,2,0,,54-82,5,22.0,Matzek,Nuño,Hawkins,2:37,N,27272,.00,+,
137,Sunday Aug 31,boxscore,COL,@,ARI,L,2,6,,54-83,5,23.0,Anderson,De La Rosa,,3:04,D,22948,.00,-,
138,Monday Sep 1,boxscore,COL,,SFG,W-wo,10,9,,55-83,5,22.0,Hawkins,Romo,,3:44,D,33711,.00,+,
139,Tuesday Sep 2,boxscore,COL,,SFG,L,7,12,,55-84,5,23.0,Kontos,Belisle,,3:37,N,25256,.00,-,
140,Wednesday Sep 3,boxscore,COL,,SFG,W,9,2,,56-84,5,22.0,Bergman,Vogelsong,,2:53,D,23122,.00,+,
141,Friday Sep 5,boxscore,COL,,SDP,W,3,0,,57-84,5,22.0,Matzek,Stults,,2:28,N,24586,.00,++,
142,Saturday Sep 6,boxscore,COL,,SDP,W-wo,7,6,12,58-84,5,22.0,Masset,Hahn,,4:52,N,28496,.00,+++,
143,Sunday Sep 7,boxscore,COL,,SDP,W,6,0,,59-84,4,22.0,Morales,Ross,,3:04,D,26102,.00,++++,
144,Monday Sep 8,boxscore,COL,@,NYM,L-wo,2,3,,59-85,5,23.0,Torres,Hawkins,,2:53,N,21710,.00,-,
145,Tuesday Sep 9,boxscore,COL,@,NYM,L,0,2,,59-86,5,23.0,deGrom,Bergman,Familia,2:41,N,21035,.00,--,
146,Wednesday Sep 10,boxscore,COL,@,NYM,L,0,2,,59-87,5,24.0,Montero,Matzek,Mejía,2:53,N,21260,.00,---,
147,Friday Sep 12,boxscore,COL,@,STL,L,1,5,,59-88,4,24.0,Wainwright,De La Rosa,,2:44,N,45108,.00,----,
148,Saturday Sep 13,boxscore,COL,@,STL,L,4,5,,59-89,5,25.0,Miller,Morales,Neshek,3:24,N,45552,.00,-----,
149,Sunday Sep 14,boxscore,COL,@,STL,L,1,4,,59-90,5,26.0,Gonzales,Lyles,Rosenthal,3:03,D,44598,.00,------,
150,Monday Sep 15,boxscore,COL,,LAD,L,3,11,,59-91,5,27.0,Wright,Bergman,,3:39,N,29031,.00,-------,
151,Tuesday Sep 16,boxscore,COL,,LAD,W,10,4,,60-91,5,26.0,Matzek,Haren,,3:04,N,28983,.00,+,
152,Wednesday Sep 17,boxscore,COL,,LAD,W,16,2,,61-91,5,25.0,De La Rosa,Frías,,3:01,D,24866,.00,++,
153,Thursday Sep 18,boxscore,COL,,ARI,W-wo,7,6,,62-91,4,25.0,Hawkins,Reed,,2:47,N,23775,.00,+++,
154,Friday Sep 19,boxscore,COL,,ARI,W,15,3,,63-91,4,25.0,Lyles,Anderson,,2:51,N,37022,.00,++++,
155,Saturday Sep 20,boxscore,COL,,ARI,W,5,1,,64-91,4,24.0,Butler,Cahill,,2:43,D,33764,.00,+++++,
156,Sunday Sep 21,boxscore,COL,,ARI,W,8,3,,65-91,4,24.0,Bergman,Miley,,2:47,D,29036,.00,++++++,
157,Monday Sep 22,boxscore,COL,@,SDP,L,0,1,,65-92,4,24.0,Stults,Matzek,Quackenbush,2:46,N,19770,.00,-,
158,Tuesday Sep 23,boxscore,COL,@,SDP,W,3,2,,66-92,4,24.0,Nicasio,Thayer,Hawkins,3:20,N,33669,.00,+,
159,Wednesday Sep 24,boxscore,COL,@,SDP,L,3,4,,66-93,4,25.0,Wieland,Flande,Benoit,3:10,N,38589,.00,-,
160,Friday Sep 26,boxscore,COL,@,LAD,L,4,7,,66-94,4,26.0,Elbert,Lyles,,3:24,N,43328,.00,--,
161,Saturday Sep 27,boxscore,COL,@,LAD,L-wo,5,6,12,66-95,4,27.0,Frías,Morales,,4:06,N,46631,.00,---,
162,Sunday Sep 28,boxscore,COL,@,LAD,L,5,10,,66-96,4,28.0,Greinke,Bergman,,3:15,D,48278,.00,----,
