Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
14,Tuesday Apr 21,boxscore,COL,,SDP,L,6,7,,7-7,3,2.5,Maurer,Logan,Kimbrel,3:06,N,22600,1.13,-----,
15,Wednesday Apr 22,boxscore,COL,,SDP,W-wo,5,4,,8-7,3,1.5,Ottavino,Kelley,,2:39,N,22705,1.10,+,
16,Thursday Apr 23,boxscore,COL,,SDP,W,2,1,,9-7,3,0.5,Lyles,Ross,Axford,2:53,D,31676,1.17,++,
17,Friday Apr 24,boxscore,COL,,SFG,W,6,4,,10-7,2,0.5,Butler,Heston,Ottavino,2:51,N,31453,1.13,+++,
18,Saturday Apr 25,boxscore,COL,,SFG,L,4,5,11,10-8,2,1.5,Machi,Brown,,3:52,N,36474,1.15,-,
19,Monday Apr 27,boxscore,COL,@,ARI,W,5,4,,11-8,2,1.0,Matzek,Anderson,Axford,3:29,N,17444,1.14,+,
20,Tuesday Apr 28,boxscore,COL,@,ARI,L,5,12,,11-9,2,1.0,Chafin,Kendrick,,3:10,N,18792,1.21,-,
21,Wednesday Apr 29,boxscore,COL,@,ARI,L,1,9,,11-10,2,2.0,Collmenter,Lyles,,2:34,N,19633,1.21,--,
22,Friday May 1,boxscore,COL,@,SDP,L,3,14,,11-11,2,3.0,Kennedy,Butler,,3:26,N,30186,1.24,---,
23,Saturday May 2,boxscore,COL,@,SDP,L,2,4,,11-12,3,4.0,Morrow,De La Rosa,Kimbrel,2:57,N,28058,1.17,----,
24,Sunday May 3,boxscore,COL,@,SDP,L,6,8,,11-13,4,5.0,Shields,Kendrick,Kimbrel,3:12,D,34197,1.09,-----,
25,Wednesday May 6 (1),boxscore,COL,,ARI,L,7,13,,11-14,5,5.5,Collmenter,Matzek,,3:29,D,,.96,------,2015-05-05 (Rain)
26,Wednesday May 6 (2),boxscore,COL,,ARI,L,1,5,,11-15,5,5.5,Ray,Lyles,,2:31,N,22621,.90,-------,
27,Friday May 8,boxscore,COL,,LAD,L,1,2,6,11-16,5,7.0,Anderson,Butler,,1:41,N,32974,.90,--------,
28,Sunday May 10,boxscore,COL,,LAD,L,5,9,,11-17,5,8.0,Báez,Oberg,,3:36,D,30710,.79,---------,
29,Tuesday May 12,boxscore,COL,@,LAA,L,2,5,,11-18,5,9.5,Wilson,Betancourt,Street,2:44,N,28150,.58,----------,
30,Wednesday May 13,boxscore,COL,@,LAA,L-wo,1,2,11,11-19,5,9.5,Ramos,Friedrich,,3:18,N,30129,.57,-----------,
31,Thursday May 14,boxscore,COL,@,LAD,W,5,4,,12-19,5,8.5,Betancourt,García,Axford,3:11,N,42650,.58,+,
32,Friday May 15,boxscore,COL,@,LAD,L,4,6,,12-20,5,9.5,Kershaw,Butler,Nicasio,3:34,N,46662,.71,-,
33,Saturday May 16,boxscore,COL,@,LAD,W,7,1,,13-20,5,8.5,De La Rosa,Greinke,,2:54,N,48378,.63,+,
34,Sunday May 17,boxscore,COL,@,LAD,L,0,1,,13-21,5,9.5,Bolsinger,Kendrick,Jansen,2:40,D,44990,.76,-,
35,Monday May 18,boxscore,COL,,PHI,L,3,4,,13-22,5,10.0,Hamels,Lyles,Papelbon,3:14,N,24061,.55,--,
36,Tuesday May 19,boxscore,COL,,PHI,W,6,5,,14-22,5,9.0,Oberg,De Fratus,Axford,2:54,N,21249,.45,+,
37,Wednesday May 20,boxscore,COL,,PHI,L,2,4,,14-23,5,9.0,González,Butler,Papelbon,2:50,N,21714,.52,-,
38,Thursday May 21,boxscore,COL,,PHI,W,7,3,,15-23,5,8.0,Bergman,Williams,,3:15,D,25418,.44,+,
39,Friday May 22,boxscore,COL,,SFG,L,8,11,,15-24,5,9.0,Vogelsong,Kendrick,Casilla,3:33,N,31226,.59,-,
40,Saturday May 23 (1),boxscore,COL,,SFG,L,8,10,,15-25,5,9.5,Heston,Lyles,Casilla,3:04,D,32956,.50,--,2015-04-26 (Rain)
41,Saturday May 23 (2),boxscore,COL,,SFG,W,5,3,,16-25,5,9.5,Hale,Petit,Axford,2:45,N,30180,.41,+,
42,Sunday May 24,boxscore,COL,,SFG,W,11,2,,17-25,5,8.5,Bettis,Hudson,,2:49,D,34404,.50,++,
43,Monday May 25,boxscore,COL,@,CIN,W,5,4,,18-25,5,8.5,Betancourt,Chapman,Axford,2:59,D,20516,.48,+++,
44,Tuesday May 26,boxscore,COL,@,CIN,L-wo,1,2,,18-26,5,9.5,Chapman,Brown,,2:39,N,22523,.53,-,
45,Wednesday May 27,boxscore,COL,@,CIN,W,6,4,,19-26,5,8.5,Kendrick,Leake,Axford,2:46,D,23917,.47,+,
46,Friday May 29,boxscore,COL,@,PHI,W,4,1,,20-26,5,8.0,Bettis,Hamels,,2:32,N,22227,.52,++,
47,Saturday May 30,boxscore,COL,@,PHI,W,5,2,,21-26,5,7.5,Butler,Harang,Axford,3:23,D,23510,.56,+++,
48,Sunday May 31,boxscore,COL,@,PHI,W,4,1,,22-26,5,6.5,Rusin,Williams,Oberg,2:56,D,22166,.63,++++,
49,Monday Jun 1,boxscore,COL,,LAD,L,4,11,,22-27,5,7.5,Kershaw,Kendrick,,3:08,N,25564,.86,-,
50,Tuesday Jun 2 (1),boxscore,COL,,LAD,W,6,3,,23-27,5,7.5,De La Rosa,Thomas,Axford,3:01,D,28148,.75,+,2015-05-09 (Rain)
51,Tuesday Jun 2 (2),boxscore,COL,,LAD,L,8,9,,23-28,5,7.5,Ravin,Betancourt,Jansen,3:24,N,24972,.82,-,
52,Wednesday Jun 3,boxscore,COL,,LAD,W-wo,7,6,,24-28,5,6.5,Axford,García,,3:44,N,24575,.78,+,
53,Friday Jun 5,boxscore,COL,,MIA,L,2,6,,24-29,5,6.0,Koehler,Butler,Ramos,2:43,N,32091,.73,-,
54,Saturday Jun 6,boxscore,COL,,MIA,W,10,5,,25-29,5,6.0,Rusin,Phelps,,2:59,D,30373,.65,+,
55,Sunday Jun 7,boxscore,COL,,MIA,L,2,3,10,25-30,5,6.0,Dyson,Logan,Ramos,3:05,D,35139,.67,-,
56,Monday Jun 8,boxscore,COL,,STL,W,11,3,,26-30,5,6.0,Hale,Lackey,,2:39,N,32043,.62,+,
57,Tuesday Jun 9,boxscore,COL,,STL,W,4,3,,27-30,4,6.0,De La Rosa,Wacha,Axford,2:56,N,33731,.71,++,
58,Wednesday Jun 10,boxscore,COL,,STL,L,2,4,,27-31,4,7.0,Martínez,Bettis,Rosenthal,2:59,D,30698,.75,-,
59,Thursday Jun 11,boxscore,COL,@,MIA,L,0,6,,27-32,4,7.5,Phelps,Rusin,,2:41,N,18003,.65,--,
60,Friday Jun 12,boxscore,COL,@,MIA,L,1,5,,27-33,5,8.5,Ureña,Kendrick,,2:45,N,20355,.59,---,
61,Saturday Jun 13,boxscore,COL,@,MIA,L,1,4,,27-34,5,8.5,Latos,Hale,Ramos,2:43,D,26647,.54,----,
62,Sunday Jun 14,boxscore,COL,@,MIA,W,4,1,,28-34,5,8.5,De La Rosa,Haren,Axford,3:08,D,20879,.52,+,
63,Monday Jun 15,boxscore,COL,@,HOU,L,3,6,,28-35,5,8.5,Keuchel,Bettis,Gregerson,2:48,N,21820,.52,-,
64,Tuesday Jun 16,boxscore,COL,@,HOU,L,5,8,,28-36,5,8.5,Harris,Rusin,Gregerson,3:34,D,22245,.48,--,
65,Wednesday Jun 17,boxscore,COL,,HOU,L,4,8,,28-37,5,8.5,Oberholtzer,Kendrick,,3:13,N,33041,.40,---,
66,Thursday Jun 18,boxscore,COL,,HOU,L,4,8,,28-38,5,9.5,McHugh,Hale,,3:30,D,30770,.42,----,
67,Friday Jun 19,boxscore,COL,,MIL,L,5,9,,28-39,5,9.5,Jungmann,De La Rosa,,3:16,N,35841,.34,-----,
68,Saturday Jun 20,boxscore,COL,,MIL,W,5,1,,29-39,5,8.5,Bettis,Lohse,,2:27,D,35180,.30,+,
69,Sunday Jun 21,boxscore,COL,,MIL,W,10,4,,30-39,5,8.5,Rusin,Garza,,3:09,D,41487,.33,++,
70,Tuesday Jun 23,boxscore,COL,,ARI,W,10,5,,31-39,5,7.0,Kendrick,Anderson,,2:51,N,30079,.41,+++,
71,Wednesday Jun 24,boxscore,COL,,ARI,L,7,8,,31-40,5,8.0,Hudson,Axford,Ziegler,3:55,N,30367,.54,-,
72,Thursday Jun 25,boxscore,COL,,ARI,W,6,4,,32-40,5,8.0,Miller,Hudson,Axford,3:30,D,30568,.43,+,
73,Friday Jun 26,boxscore,COL,@,SFG,W,8,6,,33-40,5,8.0,Bettis,Hudson,,3:30,N,41887,.49,++,
74,Saturday Jun 27,boxscore,COL,@,SFG,L,5,7,,33-41,5,8.0,Kontos,Betancourt,Casilla,3:26,D,41746,.54,-,
75,Sunday Jun 28,boxscore,COL,@,SFG,L,3,6,,33-42,5,9.0,Bumgarner,Kendrick,,2:55,D,41795,.47,--,
76,Monday Jun 29,boxscore,COL,@,OAK,L,1,7,,33-43,5,9.0,Graveman,Hale,,2:40,N,12125,.32,---,
77,Tuesday Jun 30,boxscore,COL,@,OAK,W,2,1,,34-43,5,9.0,De La Rosa,Bassitt,Hawkins,2:56,N,19206,.30,+,
78,Wednesday Jul 1,boxscore,COL,@,OAK,L,1,4,,34-44,5,10.0,Hahn,Bettis,Clippard,3:14,D,17655,.34,-,
79,Thursday Jul 2,boxscore,COL,@,ARI,L,1,8,,34-45,5,10.5,Hellickson,Rusin,,3:01,N,16861,.33,--,
80,Friday Jul 3,boxscore,COL,@,ARI,L-wo,3,4,10,34-46,5,10.5,Chafin,Flande,,3:36,N,22449,.28,---,
81,Saturday Jul 4,boxscore,COL,@,ARI,L,3,7,,34-47,5,11.5,Corbin,Hale,,3:18,N,42113,.26,----,
82,Sunday Jul 5,boxscore,COL,@,ARI,W,6,4,,35-47,5,10.5,De La Rosa,De La Rosa,Axford,3:32,D,22996,.20,+,
83,Tuesday Jul 7,boxscore,COL,,LAA,L,2,10,,35-48,5,11.0,Heaney,Bettis,,2:30,N,26232,.21,-,
84,Wednesday Jul 8,boxscore,COL,,LAA,L,2,3,,35-49,5,12.0,Smith,Axford,Street,3:27,N,24660,.18,--,
85,Thursday Jul 9,boxscore,COL,,ATL,W,5,3,,36-49,5,12.0,Hale,Brigham,Axford,3:13,N,30334,.12,+,
86,Friday Jul 10,boxscore,COL,,ATL,W,5,3,,37-49,5,12.0,Laffey,Miller,Axford,2:47,N,48254,.15,++,
87,Saturday Jul 11,boxscore,COL,,ATL,W-wo,3,2,,38-49,5,11.0,Hawkins,Grilli,,3:26,D,40620,.18,+++,
88,Sunday Jul 12,boxscore,COL,,ATL,W,11,3,,39-49,5,11.0,Bettis,Wood,,3:08,D,37047,.23,++++,
89,Friday Jul 17,boxscore,COL,@,SDP,L,2,4,,39-50,5,11.0,Shields,De La Rosa,Kimbrel,3:13,N,31025,.24,-,
90,Saturday Jul 18,boxscore,COL,@,SDP,L,4,5,,39-51,5,12.0,Maurer,Friedrich,Kimbrel,2:39,N,32245,.22,--,
91,Monday Jul 20,boxscore,COL,,TEX,W-wo,8,7,,40-51,5,11.5,Axford,Scheppers,,3:31,N,35027,.14,+,
92,Tuesday Jul 21,boxscore,COL,,TEX,L,0,9,,40-52,5,11.5,Harrison,Kendrick,,3:06,N,43012,.16,-,
93,Wednesday Jul 22,boxscore,COL,,TEX,L,8,10,,40-53,5,12.5,Scheppers,Axford,Tolleson,3:45,D,33348,.13,--,
94,Friday Jul 24,boxscore,COL,,CIN,W-wo,6,5,,41-53,5,13.0,Axford,Mattheus,,3:05,N,37184,.08,+,
95,Saturday Jul 25,boxscore,COL,,CIN,L,2,5,,41-54,5,13.0,Cueto,Rusin,Chapman,2:47,N,41998,.10,-,
96,Sunday Jul 26,boxscore,COL,,CIN,W,17,7,,42-54,5,12.0,Kendrick,Lorenzen,,3:30,D,46828,.07,+,
97,Monday Jul 27,boxscore,COL,@,CHC,L-wo,8,9,,42-55,5,12.5,Soriano,Axford,,3:35,N,35070,.11,-,
98,Tuesday Jul 28,boxscore,COL,@,CHC,W,7,2,,43-55,5,11.5,Flande,Beeler,,3:11,N,36747,.07,+,
99,Wednesday Jul 29,boxscore,COL,@,CHC,L,2,3,,43-56,5,12.5,Lester,Butler,Rondón,2:37,D,38874,.11,-,
100,Thursday Jul 30,boxscore,COL,@,STL,L-wo,8,9,,43-57,5,13.0,Villanueva,Axford,,3:50,N,43518,.05,--,
101,Friday Jul 31,boxscore,COL,@,STL,L,0,7,,43-58,5,14.0,Wacha,Kendrick,,3:05,N,42568,.04,---,
102,Saturday Aug 1,boxscore,COL,@,STL,W,6,2,,44-58,5,14.0,De La Rosa,Lynn,,3:00,N,45216,.02,+,
103,Sunday Aug 2,boxscore,COL,@,STL,L-wo,2,3,,44-59,5,15.0,Rosenthal,Oberg,,3:16,D,44743,.03,-,
104,Monday Aug 3,boxscore,COL,,SEA,L,7,8,,44-60,5,15.5,Hernández,Butler,Smith,3:19,N,33107,.02,--,
105,Tuesday Aug 4,boxscore,COL,,SEA,L,4,10,,44-61,5,15.5,Rasmussen,Friedrich,,3:22,N,34376,.01,---,
106,Wednesday Aug 5,boxscore,COL,,SEA,W-wo,7,5,11,45-61,5,15.5,Flande,Guaipe,,4:06,D,30196,.01,+,
107,Friday Aug 7,boxscore,COL,@,WSN,W,5,4,,46-61,5,15.0,Oberg,Storen,Kahnle,3:17,N,33622,.01,++,
108,Saturday Aug 8,boxscore,COL,@,WSN,L,1,6,,46-62,5,15.0,Strasburg,Butler,,2:38,N,37115,.02,-,
109,Sunday Aug 9,boxscore,COL,@,WSN,W,6,4,,47-62,5,14.0,Axford,Storen,Kahnle,3:24,D,33157,.01,+,
110,Monday Aug 10,boxscore,COL,@,NYM,L,2,4,,47-63,5,14.0,Niese,Miller,Familia,2:28,N,27194,.02,-,
111,Tuesday Aug 11,boxscore,COL,@,NYM,L,0,4,,47-64,5,15.0,Harvey,Rusin,,2:47,N,25611,.01,--,
112,Wednesday Aug 12,boxscore,COL,@,NYM,L,0,3,,47-65,5,16.0,deGrom,De La Rosa,Familia,2:35,N,37175,.01,---,
113,Thursday Aug 13,boxscore,COL,@,NYM,L,3,12,,47-66,5,16.0,Syndergaard,Butler,,2:55,D,36573,.00,----,
114,Friday Aug 14,boxscore,COL,,SDP,L,5,9,,47-67,5,17.0,Norris,Roberts,,3:10,N,33697,.00,-----,
115,Saturday Aug 15,boxscore,COL,,SDP,L,5,7,,47-68,5,18.0,Quackenbush,Kahnle,Kimbrel,3:13,N,37554,.00,------,
116,Sunday Aug 16,boxscore,COL,,SDP,W,5,0,,48-68,5,18.0,Rusin,Kennedy,,2:31,D,28927,.00,+,
117,Tuesday Aug 18,boxscore,COL,,WSN,L,6,15,,48-69,5,18.0,Zimmermann,Miller,,3:45,N,24320,.00,-,
118,Wednesday Aug 19,boxscore,COL,,WSN,L,1,4,,48-70,5,18.0,Strasburg,Betancourt,Papelbon,2:57,N,24863,.00,--,
119,Thursday Aug 20,boxscore,COL,,WSN,W,3,2,,49-70,5,17.5,Flande,Scherzer,Axford,2:47,N,25211,.00,+,
120,Friday Aug 21,boxscore,COL,,NYM,L,9,14,,49-71,5,17.5,Gilmartin,Friedrich,,3:34,N,31079,.00,-,
121,Saturday Aug 22,boxscore,COL,,NYM,L,9,14,,49-72,5,17.5,Niese,Rusin,,3:27,N,46170,.00,--,
122,Sunday Aug 23,boxscore,COL,,NYM,L,1,5,,49-73,5,17.5,Verrett,Hale,,2:42,D,33200,.00,---,
123,Monday Aug 24,boxscore,COL,@,ATL,L,3,5,,49-74,5,18.0,Teheran,De La Rosa,Vizcaíno,2:43,N,13920,.00,----,
124,Tuesday Aug 25,boxscore,COL,@,ATL,W,5,1,,50-74,5,18.0,Bettis,Foltynewicz,,3:08,N,13863,.00,+,
125,Wednesday Aug 26,boxscore,COL,@,ATL,W,6,3,,51-74,5,18.0,Castro,Miller,Axford,3:18,N,18328,.00,++,
126,Friday Aug 28,boxscore,COL,@,PIT,L,3,5,,51-75,5,19.5,Watson,Oberg,Melancon,3:10,N,32607,.00,-,
127,Saturday Aug 29,boxscore,COL,@,PIT,L,3,4,,51-76,5,20.5,Happ,Rusin,Melancon,3:09,N,35838,.00,--,
128,Sunday Aug 30,boxscore,COL,@,PIT,W,5,0,,52-76,5,19.5,De La Rosa,Morton,,2:55,D,36271,.00,+,
129,Monday Aug 31,boxscore,COL,,ARI,W-wo,5,4,,53-76,5,19.5,Castro,Ziegler,,3:30,N,21386,.00,++,
130,Tuesday Sep 1 (1),boxscore,COL,,ARI,L,4,6,,53-77,5,21.0,Corbin,Castro,Hudson,3:02,D,21550,.00,-,2015-05-04 (Rain)
131,Tuesday Sep 1 (2),boxscore,COL,,ARI,L,3,5,,53-78,5,21.0,De La Rosa,Oberg,Collmenter,3:08,N,20411,.00,--,
132,Wednesday Sep 2,boxscore,COL,,ARI,W,9,4,,54-78,5,21.0,Brown,Delgado,Miller,3:38,N,20574,.00,+,
133,Thursday Sep 3,boxscore,COL,,SFG,W,11,3,,55-78,5,20.0,Rusin,Vogelsong,,2:48,N,25863,.00,++,
134,Friday Sep 4,boxscore,COL,,SFG,W,2,1,,56-78,5,20.0,De La Rosa,Heston,Axford,2:52,N,29196,.00,+++,
135,Saturday Sep 5,boxscore,COL,,SFG,L,3,7,,56-79,5,21.0,Peavy,Bettis,,3:08,N,37672,.00,-,
136,Sunday Sep 6,boxscore,COL,,SFG,L,4,7,,56-80,5,22.0,Bumgarner,Flande,Casilla,3:18,D,36649,.00,--,
137,Monday Sep 7,boxscore,COL,@,SDP,W,6,4,,57-80,5,22.0,Kendrick,Kennedy,Axford,3:19,D,24585,.00,+,
138,Tuesday Sep 8,boxscore,COL,@,SDP,L-wo,1,2,,57-81,5,23.0,Kimbrel,Logan,,2:40,N,19112,.00,-,
139,Wednesday Sep 9,boxscore,COL,@,SDP,L,4,11,,57-82,5,23.0,Shields,Rusin,,3:16,N,22764,.00,--,
140,Thursday Sep 10,boxscore,COL,@,SDP,W,4,3,,58-82,5,22.5,Miller,Benoit,Axford,2:47,D,21922,.00,+,2015-07-19 (Rain)
141,Friday Sep 11,boxscore,COL,@,SEA,W,4,2,,59-82,5,21.5,Bettis,Iwakuma,Axford,3:11,N,19876,.00,++,
142,Saturday Sep 12,boxscore,COL,@,SEA,L,2,7,,59-83,5,22.5,Elías,Flande,,2:37,N,24743,.00,-,
143,Sunday Sep 13,boxscore,COL,@,SEA,W,3,2,,60-83,5,22.5,Kendrick,Paxton,Axford,3:13,D,21840,.00,+,
144,Monday Sep 14,boxscore,COL,@,LAD,L,1,4,,60-84,5,23.5,Kershaw,Gray,Hatcher,3:02,N,43731,.00,-,
145,Tuesday Sep 15,boxscore,COL,@,LAD,W,5,4,16,61-84,5,22.5,Hale,Latos,Germen,5:23,N,45311,.00,+,
146,Wednesday Sep 16,boxscore,COL,@,LAD,L,0,2,,61-85,5,23.5,Wood,De La Rosa,Jansen,2:08,N,45906,.00,-,
147,Friday Sep 18,boxscore,COL,,SDP,W,7,4,,62-85,5,23.5,Bettis,Kennedy,Axford,3:12,N,27303,.00,+,
148,Saturday Sep 19,boxscore,COL,,SDP,W,10,2,,63-85,5,22.5,Bergman,Erlin,,3:05,N,30875,.00,++,
149,Sunday Sep 20,boxscore,COL,,SDP,L,4,10,,63-86,5,22.5,Shields,Kendrick,,3:06,D,26927,.00,-,
150,Monday Sep 21,boxscore,COL,,PIT,L,3,9,,63-87,5,22.5,Burnett,Gray,,3:25,N,23187,.00,--,
151,Tuesday Sep 22,boxscore,COL,,PIT,L,3,6,,63-88,5,22.5,Happ,Rusin,Melancon,3:22,N,23433,.00,---,
152,Wednesday Sep 23,boxscore,COL,,PIT,L,7,13,,63-89,5,23.5,Blanton,Bergman,,3:38,N,23526,.00,----,
153,Thursday Sep 24,boxscore,COL,,PIT,L,4,5,,63-90,5,24.5,Blanton,Díaz,Melancon,2:58,D,25164,.00,-----,
154,Friday Sep 25,boxscore,COL,,LAD,W,7,4,,64-90,5,23.5,Hale,Bolsinger,Axford,3:12,N,38485,.00,+,
155,Saturday Sep 26,boxscore,COL,,LAD,W-wo,8,6,,65-90,5,22.5,Miller,García,,2:59,N,40322,.00,++,
156,Sunday Sep 27,boxscore,COL,,LAD,W,12,5,,66-90,5,21.5,Rusin,Wood,,3:21,D,32870,.00,+++,
157,Tuesday Sep 29,boxscore,COL,@,ARI,L-wo,3,4,11,66-91,5,22.0,Delgado,Brown,,3:31,N,21526,.00,-,
158,Wednesday Sep 30,boxscore,COL,@,ARI,L,1,3,,66-92,5,22.0,Delgado,Bettis,Hudson,2:58,N,18529,.00,--,
159,Thursday Oct 1,boxscore,COL,@,ARI,L,6,8,,66-93,5,23.0,Burgos,Miller,Bracho,3:10,N,20826,.00,---,
160,Friday Oct 2,boxscore,COL,@,SFG,W,9,3,,67-93,5,23.0,Kendrick,Heston,,3:00,N,41505,.00,+,
161,Saturday Oct 3,boxscore,COL,@,SFG,L,2,3,,67-94,5,24.0,Peavy,Rusin,Casilla,2:50,D,41398,.00,-,
162,Sunday Oct 4,boxscore,COL,@,SFG,W,7,3,,68-94,5,24.0,Brothers,Kontos,,3:05,D,41399,.00,+,
