Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
60,Thursday Jun 9,boxscore,COL,,PIT,W,11,5,,28-32,3,7.5,De La Rosa,Locke,,2:53,D,24678,.69,++,2016-04-28 (Inclement weather)
61,Friday Jun 10,boxscore,COL,,SDP,L,5,7,,28-33,3,7.5,Quackenbush,McGee,Rodney,3:23,N,32663,.74,-,
62,Saturday Jun 11,boxscore,COL,,SDP,W,5,3,,29-33,3,7.5,Chatwood,Johnson,Estévez,2:37,D,29078,.70,+,
63,Sunday Jun 12,boxscore,COL,,SDP,W,2,1,,30-33,3,7.5,Germen,Quackenbush,Logan,2:49,D,32946,.75,++,
64,Tuesday Jun 14,boxscore,COL,,NYY,W,13,10,,31-33,3,8.0,De La Rosa,Eovaldi,Estévez,3:43,N,46335,.75,+++,
65,Wednesday Jun 15,boxscore,COL,,NYY,W,6,3,,32-33,3,8.0,Bettis,Nova,Estévez,2:55,D,40093,.81,++++,
66,Friday Jun 17,boxscore,COL,@,MIA,L,1,5,,32-34,3,9.0,Wittgren,Gray,,2:57,N,19767,.93,-,
67,Saturday Jun 18,boxscore,COL,@,MIA,L,6,9,,32-35,3,10.0,McGowan,Butler,Ramos,3:23,D,19655,.84,--,
68,Sunday Jun 19,boxscore,COL,@,MIA,L,0,3,,32-36,3,11.0,Koehler,Anderson,Ramos,2:51,D,24993,.74,---,
69,Monday Jun 20,boxscore,COL,@,MIA,W,5,3,,33-36,3,10.0,De La Rosa,Ellington,Estévez,3:17,N,18187,.66,+,
70,Tuesday Jun 21,boxscore,COL,@,NYY,W,8,4,,34-36,3,10.0,Bettis,Nova,,3:31,N,34760,.66,++,
71,Wednesday Jun 22,boxscore,COL,@,NYY,L-wo,8,9,,34-37,3,11.0,Chapman,Motte,,3:25,D,40104,.68,-,
72,Thursday Jun 23,boxscore,COL,,ARI,L,6,7,,34-38,3,12.0,Ziegler,Estévez,,3:42,N,36558,.63,--,
73,Friday Jun 24,boxscore,COL,,ARI,L,9,10,,34-39,4,13.0,Collmenter,Estévez,Ziegler,4:30,N,35216,.55,---,
74,Saturday Jun 25,boxscore,COL,,ARI,W,11,6,,35-39,3,12.0,De La Rosa,Miller,Germen,3:35,D,33337,.47,+,
75,Sunday Jun 26,boxscore,COL,,ARI,W-wo,9,7,,36-39,3,12.0,Estévez,Bracho,,3:35,D,32435,.57,++,
76,Monday Jun 27,boxscore,COL,,TOR,W,9,5,,37-39,3,11.0,Gray,Storen,,2:48,N,36419,.58,+++,
77,Tuesday Jun 28,boxscore,COL,,TOR,L,9,14,,37-40,3,11.0,Happ,Butler,,3:51,N,33917,.66,-,
78,Wednesday Jun 29,boxscore,COL,,TOR,L,3,5,,37-41,3,11.0,Sanchez,Anderson,,3:17,D,38412,.60,--,
79,Friday Jul 1,boxscore,COL,@,LAD,L,0,5,,37-42,3,12.5,Norris,De La Rosa,,2:53,N,43644,.64,---,
80,Saturday Jul 2,boxscore,COL,@,LAD,L,1,6,,37-43,3,12.5,Kazmir,Bettis,,3:11,N,46608,.52,----,
81,Sunday Jul 3,boxscore,COL,@,LAD,L,1,4,,37-44,3,13.5,McCarthy,Gray,Jansen,2:52,D,41836,.43,-----,
82,Monday Jul 4,boxscore,COL,@,SFG,L,1,3,,37-45,3,14.5,Peavy,Anderson,Casilla,2:56,D,41874,.32,------,
83,Tuesday Jul 5,boxscore,COL,@,SFG,W,7,3,,38-45,3,13.5,Lyles,Gearrin,,3:34,N,41753,.26,+,
84,Wednesday Jul 6,boxscore,COL,@,SFG,L,1,5,,38-46,3,14.5,Cueto,De La Rosa,,2:31,N,42076,.32,-,
85,Thursday Jul 7,boxscore,COL,,PHI,W,11,2,,39-46,3,14.0,Bettis,Morgan,,2:53,N,35250,.26,+,
86,Friday Jul 8,boxscore,COL,,PHI,L,3,5,,39-47,3,15.0,Velasquez,McGee,Gómez,3:36,N,42335,.28,-,
87,Saturday Jul 9,boxscore,COL,,PHI,W,8,3,,40-47,3,15.0,Anderson,Eickhoff,Lyles,2:45,N,48105,.25,+,
88,Sunday Jul 10,boxscore,COL,,PHI,L,3,10,,40-48,3,16.0,Eflin,Chatwood,,3:11,D,32113,.25,-,
89,Friday Jul 15,boxscore,COL,@,ATL,W,11,2,,41-48,3,15.0,De La Rosa,Harrell,,3:28,N,27236,.18,+,
90,Saturday Jul 16,boxscore,COL,@,ATL,W,4,3,,42-48,3,14.0,Logan,Johnson,Estévez,3:02,N,28393,.19,++,
91,Sunday Jul 17,boxscore,COL,@,ATL,L-wo,0,1,,42-49,3,14.0,Johnson,Germen,,3:22,D,18873,.26,-,
92,Monday Jul 18,boxscore,COL,,TBR,W,7,4,,43-49,3,13.5,Anderson,Smyly,Estévez,3:12,N,30601,.23,+,
93,Tuesday Jul 19,boxscore,COL,,TBR,L,1,10,,43-50,3,13.5,Snell,Chatwood,Andriese,2:54,N,33061,.27,-,
94,Wednesday Jul 20,boxscore,COL,,TBR,L,3,11,,43-51,3,13.5,Archer,De La Rosa,,3:27,D,31456,.21,--,
95,Thursday Jul 21,boxscore,COL,,ATL,W,7,3,,44-51,3,13.0,Bettis,Foltynewicz,Estévez,3:04,N,36527,.17,+,
96,Friday Jul 22,boxscore,COL,,ATL,W,4,3,,45-51,3,12.0,Gray,De La Cruz,Estévez,3:18,N,35880,.19,++,
97,Saturday Jul 23,boxscore,COL,,ATL,W,8,4,,46-51,3,12.0,Anderson,Wisler,,3:02,N,46195,.26,+++,
98,Sunday Jul 24,boxscore,COL,,ATL,W,7,2,,47-51,3,11.0,Chatwood,Jenkins,,2:56,D,34695,.28,++++,
99,Monday Jul 25,boxscore,COL,@,BAL,L-wo,2,3,10,47-52,3,11.0,Roe,Lyles,,3:14,N,19361,.32,-,
100,Tuesday Jul 26,boxscore,COL,@,BAL,W,6,3,,48-52,3,11.0,Bettis,Tillman,Estévez,2:44,N,23677,.30,+,
101,Wednesday Jul 27,boxscore,COL,@,BAL,W,3,1,,49-52,3,10.0,Gray,Bundy,Estévez,2:48,N,20324,.35,++,
102,Thursday Jul 28,boxscore,COL,@,NYM,W,2,1,,50-52,3,9.0,Lyles,Familia,Estévez,3:13,D,38292,.47,+++,
103,Friday Jul 29,boxscore,COL,@,NYM,W,6,1,,51-52,3,8.0,Chatwood,Matz,,3:07,N,40035,.56,++++,
104,Saturday Jul 30,boxscore,COL,@,NYM,W,7,2,,52-52,3,8.0,De La Rosa,Colón,,3:09,N,42207,.68,+++++,
105,Sunday Jul 31,boxscore,COL,@,NYM,L,4,6,,52-53,3,9.0,Blevins,Logan,Familia,3:06,D,36279,.76,-,
106,Tuesday Aug 2,boxscore,COL,,LAD,W,7,3,,53-53,3,8.0,Gray,McCarthy,,3:28,N,32607,.70,+,
107,Wednesday Aug 3,boxscore,COL,,LAD,W,12,2,,54-53,3,7.0,Anderson,Stewart,,2:31,N,28682,.87,++,
108,Thursday Aug 4,boxscore,COL,,LAD,L,2,4,,54-54,3,8.0,Maeda,Chatwood,Jansen,3:08,N,31117,1.05,-,
109,Friday Aug 5,boxscore,COL,,MIA,L,3,5,,54-55,3,8.0,Ellington,Estévez,Ramos,3:24,N,27888,.80,--,
110,Saturday Aug 6,boxscore,COL,,MIA,W,12,6,,55-55,3,8.0,Bettis,Cashner,,3:25,N,37699,.72,+,
111,Sunday Aug 7,boxscore,COL,,MIA,L,7,10,,55-56,3,8.0,Conley,Gray,Rodney,3:29,D,40875,.78,-,
112,Monday Aug 8,boxscore,COL,,TEX,L,3,4,,55-57,3,9.0,Kela,Estévez,Diekman,3:04,N,31768,.55,--,
113,Tuesday Aug 9,boxscore,COL,,TEX,L,5,7,,55-58,3,9.0,Claudio,Oberg,Dyson,3:14,D,27671,.44,---,
114,Wednesday Aug 10,boxscore,COL,@,TEX,L,4,5,,55-59,3,10.0,Diekman,Logan,Bush,3:27,N,29866,.39,----,
115,Thursday Aug 11,boxscore,COL,@,TEX,W,12,9,,56-59,3,9.5,Oberg,Diekman,Ottavino,4:03,D,20720,.33,+,
116,Friday Aug 12,boxscore,COL,@,PHI,L,6,10,,56-60,3,9.5,Thompson,Gray,,3:25,N,23600,.41,-,
117,Saturday Aug 13,boxscore,COL,@,PHI,L,3,6,,56-61,3,10.5,Eickhoff,Anderson,Gómez,3:20,N,23203,.40,--,
118,Sunday Aug 14,boxscore,COL,@,PHI,L,6,7,,56-62,3,10.5,González,Chatwood,Gómez,3:33,D,20068,.29,---,
119,Monday Aug 15,boxscore,COL,,WSN,L,4,5,,56-63,3,10.5,Solís,Lyles,Melancon,3:26,N,27818,.21,----,
120,Tuesday Aug 16,boxscore,COL,,WSN,W,6,2,,57-63,3,10.0,Rusin,Petit,,2:54,N,29209,.15,+,
121,Wednesday Aug 17,boxscore,COL,,WSN,W,12,10,,58-63,3,10.0,Logan,Strasburg,Oberg,3:52,D,25308,.19,++,
122,Friday Aug 19,boxscore,COL,,CHC,W-wo,7,6,11,59-63,3,9.0,Carasiti,Chapman,,3:47,N,43950,.20,+++,
123,Saturday Aug 20,boxscore,COL,,CHC,L,2,9,,59-64,3,9.0,Cahill,Hoffman,,3:05,N,48113,.27,-,
124,Sunday Aug 21,boxscore,COL,,CHC,W,11,4,,60-64,3,8.5,De La Rosa,Hammel,,3:00,D,46206,.22,+,
125,Monday Aug 22,boxscore,COL,@,MIL,L,2,4,,60-65,3,9.5,Nelson,Bettis,Thornburg,2:54,N,20458,.27,-,
126,Tuesday Aug 23,boxscore,COL,@,MIL,L,4,6,,60-66,3,10.5,Suter,Logan,Knebel,3:29,N,21460,.19,--,
127,Wednesday Aug 24,boxscore,COL,@,MIL,L,1,7,,60-67,3,11.5,Davies,Anderson,,3:01,D,26702,.15,---,
128,Friday Aug 26,boxscore,COL,@,WSN,L,5,8,,60-68,3,11.0,Gonzalez,Hoffman,,3:04,N,33433,.11,----,
129,Saturday Aug 27,boxscore,COL,@,WSN,W,9,4,11,61-68,3,11.0,McGee,Petit,,4:49,D,27901,.07,+,
130,Sunday Aug 28,boxscore,COL,@,WSN,W,5,3,,62-68,3,11.0,Bettis,Giolito,Ottavino,2:52,D,28124,.09,++,
131,Monday Aug 29,boxscore,COL,,LAD,W,8,1,,63-68,3,10.0,Gray,Maeda,,3:36,N,24308,.13,+++,
132,Wednesday Aug 31 (1),boxscore,COL,,LAD,W,7,0,,64-68,3,10.0,Anderson,Stripling,,2:55,D,24790,.19,++++,2016-08-30 (Rain)
133,Wednesday Aug 31 (2),boxscore,COL,,LAD,L,8,10,,64-69,3,10.0,Avilán,Ottavino,Jansen,3:36,N,22683,.26,-,
134,Friday Sep 2,boxscore,COL,,ARI,W,14,7,,65-69,3,9.0,Estévez,Burgos,,3:11,N,23002,.16,+,
135,Saturday Sep 3,boxscore,COL,,ARI,L,4,9,,65-70,3,10.0,Shipley,Chatwood,,3:11,N,30280,.28,-,
136,Sunday Sep 4,boxscore,COL,,ARI,L,5,8,,65-71,3,11.0,Bradley,Gray,,3:20,D,31981,.18,--,
137,Monday Sep 5,boxscore,COL,,SFG,W,6,0,,66-71,3,11.0,Bettis,Moore,,2:24,D,26574,.13,+,
138,Tuesday Sep 6,boxscore,COL,,SFG,L,2,3,,66-72,3,12.0,López,Ottavino,Casilla,3:02,N,22437,.16,-,
139,Wednesday Sep 7,boxscore,COL,,SFG,W-wo,6,5,,67-72,3,12.0,Lyles,Osich,,3:16,N,23961,.08,+,
140,Thursday Sep 8,boxscore,COL,@,SDP,L,1,14,,67-73,3,12.5,Richard,Hoffman,,3:26,N,26053,.09,-,
141,Friday Sep 9,boxscore,COL,@,SDP,W,4,1,,68-73,3,11.5,Chatwood,Perdomo,Ottavino,2:38,N,25015,.05,+,
142,Saturday Sep 10,boxscore,COL,@,SDP,L,3,6,,68-74,3,12.5,Friedrich,Gray,Maurer,2:37,N,23719,.05,-,
143,Sunday Sep 11,boxscore,COL,@,SDP,W,3,2,10,69-74,3,11.5,McGee,Quackenbush,Ottavino,3:03,D,25133,.02,+,
144,Monday Sep 12,boxscore,COL,@,ARI,L,9,12,,69-75,3,12.5,Delgado,Lyles,Hudson,3:42,N,20637,.04,-,
145,Tuesday Sep 13,boxscore,COL,@,ARI,L,4,11,,69-76,3,12.5,Ray,De La Rosa,Koch,3:28,N,20897,.04,--,
146,Wednesday Sep 14,boxscore,COL,@,ARI,L,6,11,,69-77,3,13.5,Shipley,Hoffman,,3:49,N,19801,.01,---,
147,Friday Sep 16,boxscore,COL,,SDP,W-wo,8,7,,70-77,3,13.0,Ottavino,Maurer,,3:31,N,30451,.01,+,
148,Saturday Sep 17,boxscore,COL,,SDP,W,8,0,,71-77,3,13.0,Gray,Jackson,,2:53,N,34724,.01,++,
149,Sunday Sep 18,boxscore,COL,,SDP,W,6,3,,72-77,3,12.0,Bettis,Cosart,Ottavino,3:20,D,25811,.01,+++,
150,Monday Sep 19,boxscore,COL,,STL,L,3,5,,72-78,3,13.0,Martínez,Anderson,Siegrist,3:01,N,26783,.02,-,
151,Tuesday Sep 20,boxscore,COL,,STL,L,5,10,,72-79,3,13.0,Wainwright,De La Rosa,,3:21,N,28665,.01,--,
152,Wednesday Sep 21,boxscore,COL,,STL,W,11,1,,73-79,3,13.0,Márquez,Weaver,,2:43,D,26099,.00,+,
153,Thursday Sep 22,boxscore,COL,@,LAD,L,4,7,,73-80,3,14.0,Avilán,Logan,Jansen,2:56,N,48344,.00,-,
154,Friday Sep 23,boxscore,COL,@,LAD,L,2,5,,73-81,3,15.0,Stripling,Gray,Jansen,3:39,N,52320,.00,--,
155,Saturday Sep 24,boxscore,COL,@,LAD,L,1,14,,73-82,3,16.0,Kershaw,Bettis,,3:04,N,53299,.00,---,
156,Sunday Sep 25,boxscore,COL,@,LAD,L-wo,3,4,10,73-83,3,17.0,Blanton,Logan,,3:33,D,51962,.00,----,
157,Tuesday Sep 27,boxscore,COL,@,SFG,L,3,12,,73-84,3,17.0,Moore,Márquez,,3:05,N,41582,.00,-----,
158,Wednesday Sep 28,boxscore,COL,@,SFG,W,2,0,,74-84,3,16.0,Chatwood,Samardzija,Ottavino,2:55,N,41426,.00,+,
159,Thursday Sep 29,boxscore,COL,@,SFG,L,2,7,,74-85,3,17.0,Cueto,Gray,,3:15,N,41275,.00,-,
160,Friday Sep 30,boxscore,COL,,MIL,W,4,1,,75-85,3,16.0,Bettis,Suter,Ottavino,2:30,N,41068,.00,+,
161,Saturday Oct 1,boxscore,COL,,MIL,L,3,4,10,75-86,3,16.0,Thornburg,Ottavino,Barnes,3:26,N,32835,.00,-,
162,Sunday Oct 2,boxscore,COL,,MIL,L,4,6,10,75-87,3,16.0,Thornburg,Rusin,Knebel,3:23,D,27762,.00,--,
