,COL_obp
446,0.4166666666666667
447,0.35135135135135137
448,0.4444444444444444
449,0.3888888888888889
450,0.34375
451,0.16129032258064516
452,0.3142857142857143
455,0.3611111111111111
456,0.21875
457,0.2903225806451613
458,0.47368421052631576
459,0.4
460,0.3888888888888889
461,0.3333333333333333
462,0.5121951219512195
463,0.28125
464,0.2777777777777778
465,0.35294117647058826
466,0.28125
467,0.35294117647058826
468,0.3389830508474576
469,0.23333333333333334
470,0.3157894736842105
471,0.29411764705882354
472,0.41025641025641024
473,0.4186046511627907
474,0.475
475,0.5
476,0.38461538461538464
477,0.358974358974359
478,0.3333333333333333
479,0.38095238095238093
480,0.3170731707317073
481,0.3783783783783784
482,0.37142857142857144
483,0.2972972972972973
484,0.3
485,0.4444444444444444
486,0.375
487,0.4878048780487805
488,0.2857142857142857
489,0.5
490,0.5319148936170213
491,0.2571428571428571
492,0.3684210526315789
493,0.2857142857142857
494,0.3055555555555556
495,0.25806451612903225
496,0.3611111111111111
497,0.16129032258064516
498,0.13793103448275862
499,0.36666666666666664
500,0.2647058823529412
501,0.3157894736842105
502,0.34210526315789475
503,0.4883720930232558
504,0.3333333333333333
505,0.38636363636363635
506,0.36538461538461536
507,0.2903225806451613
508,0.25806451612903225
509,0.3333333333333333
510,0.26666666666666666
511,0.3235294117647059
512,0.13793103448275862
513,0.42857142857142855
514,0.36363636363636365
515,0.2727272727272727
516,0.2727272727272727
517,0.4146341463414634
518,0.45714285714285713
519,0.3333333333333333
520,0.23529411764705882
521,0.3684210526315789
522,0.3333333333333333
523,0.2647058823529412
524,0.3548387096774194
525,0.45
526,0.25
527,0.35135135135135137
528,0.3548387096774194
529,0.425
530,0.43243243243243246
531,0.2857142857142857
532,0.22580645161290322
533,0.45
534,0.47619047619047616
535,0.4318181818181818
536,0.34285714285714286
537,0.35135135135135137
538,0.43902439024390244
539,0.22580645161290322
540,0.3939393939393939
541,0.21875
542,0.17857142857142858
543,0.3448275862068966
544,0.21212121212121213
545,0.2857142857142857
546,0.2702702702702703
547,0.36666666666666664
548,0.2857142857142857
549,0.45454545454545453
550,0.20588235294117646
551,0.38235294117647056
552,0.5116279069767442
553,0.28125
554,0.3235294117647059
555,0.34285714285714286
556,0.425
557,0.43902439024390244
558,0.4090909090909091
559,0.46153846153846156
560,0.45
561,0.20588235294117646
562,0.5681818181818182
563,0.43902439024390244
564,0.3939393939393939
565,0.3684210526315789
566,0.3870967741935484
567,0.21428571428571427
568,0.2894736842105263
569,0.30303030303030304
570,0.3142857142857143
571,0.2894736842105263
572,0.35135135135135137
573,0.45
574,0.38235294117647056
575,0.3055555555555556
576,0.36363636363636365
577,0.34375
578,0.40476190476190477
579,0.4888888888888889
580,0.3055555555555556
581,0.34285714285714286
582,0.36363636363636365
583,0.3783783783783784
584,0.2857142857142857
585,0.2571428571428571
586,0.2727272727272727
587,0.29411764705882354
588,0.30303030303030304
589,0.25
590,0.3333333333333333
591,0.20588235294117646
592,0.28125
593,0.38461538461538464
594,0.32432432432432434
595,0.41025641025641024
596,0.475
597,0.3225806451612903
598,0.3157894736842105
599,0.39473684210526316
600,0.4222222222222222
601,0.4473684210526316
602,0.37142857142857144
603,0.42857142857142855
604,0.39473684210526316
605,0.34285714285714286
606,0.40476190476190477
607,0.35555555555555557
608,0.42857142857142855
609,0.25
610,0.36363636363636365
611,0.3333333333333333
612,0.3888888888888889
613,0.40540540540540543
614,0.3333333333333333
615,0.21875
616,0.34210526315789475
619,0.37142857142857144
620,0.38095238095238093
621,0.35135135135135137
622,0.06896551724137931
623,0.3225806451612903
624,0.39473684210526316
625,0.4523809523809524
626,0.25
627,0.34375
628,0.23076923076923078
629,0.4523809523809524
630,0.5454545454545454
631,0.4888888888888889
632,0.4
633,0.12903225806451613
634,0.28125
635,0.3333333333333333
636,0.46511627906976744
637,0.3055555555555556
638,0.4473684210526316
639,0.4444444444444444
640,0.5121951219512195
641,0.36585365853658536
642,0.5227272727272727
643,0.2413793103448276
644,0.4473684210526316
645,0.30303030303030304
646,0.2564102564102564
647,0.3409090909090909
648,0.4
649,0.3055555555555556
650,0.3793103448275862
651,0.3055555555555556
652,0.25
653,0.2857142857142857
654,0.5
655,0.35294117647058826
656,0.21212121212121213
657,0.34285714285714286
658,0.26666666666666666
659,0.35135135135135137
660,0.1
661,0.21212121212121213
662,0.42105263157894735
663,0.28125
664,0.375
665,0.2647058823529412
666,0.2571428571428571
667,0.29411764705882354
668,0.4444444444444444
669,0.4418604651162791
670,0.5098039215686274
671,0.2727272727272727
672,0.3157894736842105
673,0.2857142857142857
674,0.30303030303030304
675,0.24242424242424243
676,0.32558139534883723
677,0.2894736842105263
678,0.25806451612903225
679,0.22580645161290322
682,0.12903225806451613
683,0.40476190476190477
684,0.37142857142857144
685,0.3055555555555556
686,0.4186046511627907
687,0.3235294117647059
690,0.38235294117647056
691,0.4878048780487805
692,0.34210526315789475
693,0.1
694,0.2972972972972973
695,0.28125
696,0.3157894736842105
697,0.17857142857142858
698,0.358974358974359
699,0.32432432432432434
700,0.375
701,0.5227272727272727
702,0.34285714285714286
703,0.41025641025641024
704,0.39473684210526316
705,0.16129032258064516
706,0.10344827586206896
707,0.25
708,0.24242424242424243
709,0.25
710,0.3888888888888889
711,0.21212121212121213
712,0.3783783783783784
713,0.47058823529411764
714,0.3125
715,0.3055555555555556
716,0.4782608695652174
717,0.35135135135135137
718,0.375
719,0.39473684210526316
720,0.3142857142857143
721,0.48
722,0.375
723,0.41025641025641024
724,0.42105263157894735
725,0.47619047619047616
726,0.46153846153846156
727,0.2830188679245283
728,0.3225806451612903
729,0.2972972972972973
730,0.3235294117647059
731,0.3142857142857143
732,0.25806451612903225
733,0.358974358974359
734,0.3783783783783784
735,0.46153846153846156
736,0.37142857142857144
737,0.3611111111111111
738,0.16666666666666666
739,0.5306122448979592
740,0.34285714285714286
741,0.2777777777777778
742,0.3902439024390244
743,0.3157894736842105
744,0.3783783783783784
745,0.56
746,0.35135135135135137
747,0.36585365853658536
748,0.4864864864864865
749,0.36363636363636365
750,0.5116279069767442
751,0.1
754,0.2972972972972973
755,0.358974358974359
756,0.35
757,0.3055555555555556
758,0.3333333333333333
759,0.3333333333333333
760,0.3235294117647059
761,0.28888888888888886
762,0.4166666666666667
763,0.41935483870967744
764,0.34375
765,0.24242424242424243
766,0.25806451612903225
767,0.2647058823529412
768,0.40476190476190477
769,0.2972972972972973
770,0.3783783783783784
771,0.4864864864864865
772,0.23333333333333334
773,0.42105263157894735
774,0.3142857142857143
775,0.36363636363636365
776,0.37142857142857144
777,0.29411764705882354
778,0.34285714285714286
779,0.25
780,0.4
781,0.39473684210526316
782,0.3888888888888889
783,0.2571428571428571
784,0.21875
785,0.40476190476190477
786,0.47619047619047616
787,0.2647058823529412
788,0.3076923076923077
789,0.2571428571428571
790,0.3055555555555556
791,0.32432432432432434
792,0.2647058823529412
793,0.47368421052631576
794,0.3783783783783784
795,0.2727272727272727
796,0.1875
797,0.32432432432432434
798,0.35135135135135137
799,0.38235294117647056
800,0.2903225806451613
801,0.24242424242424243
802,0.39473684210526316
803,0.3142857142857143
804,0.41025641025641024
805,0.16666666666666666
806,0.358974358974359
807,0.25
808,0.3333333333333333
809,0.41304347826086957
810,0.42857142857142855
811,0.3684210526315789
812,0.3333333333333333
813,0.35
814,0.38235294117647056
815,0.2727272727272727
816,0.1935483870967742
817,0.3902439024390244
818,0.35135135135135137
819,0.2857142857142857
820,0.35135135135135137
821,0.358974358974359
822,0.25
823,0.1935483870967742
824,0.22857142857142856
825,0.40540540540540543
826,0.4444444444444444
827,0.1935483870967742
828,0.2413793103448276
829,0.4146341463414634
830,0.5227272727272727
831,0.25806451612903225
832,0.41304347826086957
833,0.4782608695652174
834,0.1875
835,0.24242424242424243
836,0.2857142857142857
837,0.34375
838,0.25806451612903225
839,0.26666666666666666
840,0.16129032258064516
841,0.1875
842,0.375
843,0.25806451612903225
844,0.22857142857142856
845,0.23529411764705882
846,0.4146341463414634
847,0.47368421052631576
848,0.5
849,0.2571428571428571
850,0.38095238095238093
851,0.3235294117647059
852,0.3125
853,0.24444444444444444
854,0.22580645161290322
855,0.4523809523809524
856,0.4358974358974359
857,0.21875
858,0.28125
859,0.3333333333333333
860,0.3333333333333333
861,0.358974358974359
862,0.3783783783783784
863,0.36585365853658536
864,0.35135135135135137
865,0.38461538461538464
866,0.4634146341463415
867,0.4418604651162791
868,0.325
869,0.4186046511627907
870,0.38095238095238093
871,0.3695652173913043
872,0.35
873,0.4444444444444444
874,0.38095238095238093
875,0.2727272727272727
876,0.23529411764705882
877,0.41025641025641024
878,0.34285714285714286
879,0.36363636363636365
880,0.4523809523809524
881,0.45454545454545453
882,0.35135135135135137
883,0.45652173913043476
884,0.4166666666666667
885,0.3055555555555556
886,0.37142857142857144
887,0.375
888,0.3333333333333333
889,0.25
890,0.38461538461538464
891,0.1935483870967742
892,0.1
893,0.4166666666666667
894,0.22580645161290322
895,0.24242424242424243
896,0.20689655172413793
897,0.25
898,0.3142857142857143
899,0.35294117647058826
900,0.38461538461538464
901,0.2571428571428571
902,0.2647058823529412
903,0.4
904,0.2
905,0.2857142857142857
906,0.4090909090909091
907,0.36585365853658536
908,0.3870967741935484
909,0.35
910,0.13333333333333333
911,0.3684210526315789
912,0.2972972972972973
913,0.1935483870967742
914,0.2894736842105263
915,0.1875
916,0.4473684210526316
917,0.3333333333333333
918,0.23529411764705882
919,0.40540540540540543
920,0.2682926829268293
921,0.1875
922,0.3157894736842105
923,0.358974358974359
924,0.35714285714285715
925,0.3333333333333333
926,0.2647058823529412
927,0.32432432432432434
928,0.21875
929,0.39473684210526316
930,0.24242424242424243
931,0.4
932,0.35294117647058826
933,0.23529411764705882
934,0.3157894736842105
935,0.2
936,0.3333333333333333
937,0.3333333333333333
938,0.21212121212121213
939,0.4146341463414634
940,0.38461538461538464
941,0.23529411764705882
942,0.19047619047619047
943,0.3939393939393939
944,0.22857142857142856
945,0.29411764705882354
946,0.3076923076923077
947,0.3055555555555556
948,0.3055555555555556
949,0.47368421052631576
950,0.2777777777777778
951,0.43478260869565216
952,0.2647058823529412
953,0.32432432432432434
954,0.21212121212121213
955,0.25
956,0.25806451612903225
957,0.36666666666666664
958,0.2777777777777778
959,0.47368421052631576
960,0.29411764705882354
961,0.25806451612903225
962,0.23529411764705882
963,0.10344827586206896
964,0.2857142857142857
965,0.25806451612903225
966,0.3684210526315789
967,0.1935483870967742
968,0.3333333333333333
969,0.34210526315789475
970,0.4888888888888889
971,0.2903225806451613
972,0.29411764705882354
973,0.2
974,0.2
975,0.425
976,0.25806451612903225
977,0.37142857142857144
978,0.39473684210526316
979,0.27906976744186046
980,0.4523809523809524
981,0.40540540540540543
982,0.4772727272727273
983,0.375
984,0.32432432432432434
985,0.3125
986,0.1896551724137931
987,0.4117647058823529
988,0.06896551724137931
989,0.3235294117647059
990,0.30303030303030304
991,0.24242424242424243
992,0.4
993,0.375
994,0.3333333333333333
995,0.29411764705882354
996,0.358974358974359
997,0.34146341463414637
998,0.3684210526315789
999,0.35135135135135137
1000,0.4
1001,0.30303030303030304
1002,0.20689655172413793
1003,0.3902439024390244
1004,0.325
1005,0.3684210526315789
1006,0.38461538461538464
1007,0.34210526315789475
1008,0.46808510638297873
1009,0.41025641025641024
1010,0.325
1011,0.3333333333333333
1012,0.3333333333333333
1013,0.30952380952380953
1014,0.4
1015,0.3333333333333333
1016,0.3235294117647059
1017,0.4166666666666667
1018,0.15625
1019,0.3142857142857143
1020,0.48717948717948717
1021,0.34285714285714286
1022,0.5
1023,0.3333333333333333
1024,0.27906976744186046
1025,0.3055555555555556
1026,0.3684210526315789
1027,0.4186046511627907
1028,0.41025641025641024
1029,0.21212121212121213
1030,0.3125
1031,0.25
1032,0.4
1033,0.21212121212121213
1034,0.24242424242424243
1035,0.3888888888888889
1036,0.2903225806451613
1037,0.29411764705882354
1038,0.3055555555555556
1039,0.4186046511627907
1040,0.34210526315789475
1041,0.4426229508196721
1042,0.43902439024390244
1043,0.4318181818181818
1044,0.3055555555555556
1045,0.37142857142857144
1046,0.391304347826087
1047,0.21212121212121213
1048,0.3953488372093023
1049,0.2571428571428571
1050,0.23529411764705882
1051,0.38235294117647056
1052,0.3235294117647059
1053,0.41304347826086957
1054,0.375
1055,0.3055555555555556
1056,0.45454545454545453
1057,0.375
1058,0.29411764705882354
1059,0.40625
1060,0.40540540540540543
1061,0.2647058823529412
1062,0.2
1063,0.56
1064,0.3333333333333333
1067,0.3953488372093023
1068,0.4666666666666667
1069,0.41025641025641024
1070,0.47619047619047616
1071,0.20588235294117646
1072,0.46511627906976744
1075,0.3902439024390244
1076,0.25
1077,0.3448275862068966
1078,0.37142857142857144
1079,0.21212121212121213
1080,0.3684210526315789
1081,0.3157894736842105
1082,0.3235294117647059
1083,0.43478260869565216
1084,0.25
1085,0.4166666666666667
1086,0.4772727272727273
1087,0.35294117647058826
1088,0.4411764705882353
1089,0.3684210526315789
1090,0.2647058823529412
1091,0.38461538461538464
1092,0.38461538461538464
1093,0.358974358974359
1094,0.1875
1095,0.2972972972972973
1096,0.3333333333333333
1097,0.25
1098,0.375
1099,0.20588235294117646
1100,0.4
1101,0.475
1102,0.4
1103,0.5
1104,0.3333333333333333
1105,0.43902439024390244
1106,0.375
1107,0.4318181818181818
1108,0.45
1109,0.4772727272727273
1110,0.47058823529411764
1111,0.5238095238095238
1112,0.28125
1113,0.30303030303030304
1114,0.29411764705882354
1115,0.3225806451612903
1116,0.36585365853658536
1117,0.25806451612903225
1118,0.30303030303030304
1119,0.4318181818181818
1120,0.45
1121,0.43902439024390244
1122,0.375
1123,0.3055555555555556
1124,0.4
1125,0.4146341463414634
1126,0.4878048780487805
1127,0.21875
1128,0.41025641025641024
1129,0.22413793103448276
1130,0.28125
1131,0.4117647058823529
1132,0.5
1133,0.2777777777777778
1134,0.2830188679245283
1135,0.2
1136,0.36585365853658536
1137,0.24242424242424243
1138,0.2972972972972973
1139,0.2727272727272727
1140,0.3076923076923077
1141,0.1935483870967742
1142,0.3157894736842105
1143,0.34285714285714286
1144,0.24242424242424243
1145,0.23333333333333334
1146,0.3783783783783784
1147,0.2702702702702703
1148,0.13333333333333333
1149,0.3125
1150,0.4375
1151,0.3953488372093023
1152,0.45454545454545453
1153,0.28125
1154,0.4166666666666667
1155,0.3333333333333333
1156,0.3
1157,0.17647058823529413
1158,0.5
1159,0.35135135135135137
1160,0.4117647058823529
1161,0.375
1162,0.46153846153846156
1163,0.29411764705882354
1164,0.3902439024390244
1165,0.36585365853658536
1166,0.4888888888888889
1167,0.38235294117647056
1168,0.45454545454545453
1169,0.32432432432432434
1170,0.5689655172413793
1171,0.42857142857142855
1172,0.43243243243243246
1173,0.2571428571428571
1174,0.40540540540540543
1175,0.34375
1176,0.5
1177,0.3939393939393939
1178,0.2857142857142857
1179,0.2826086956521739
1180,0.425
1181,0.21875
1182,0.29411764705882354
1183,0.42857142857142855
1184,0.4888888888888889
1185,0.2972972972972973
1186,0.358974358974359
1187,0.32432432432432434
1188,0.42105263157894735
1189,0.4358974358974359
1190,0.325
1193,0.23333333333333334
1194,0.5675675675675675
1195,0.5333333333333333
1196,0.4418604651162791
1197,0.38095238095238093
1198,0.38235294117647056
1199,0.3148148148148148
1200,0.23333333333333334
1201,0.3055555555555556
1202,0.35294117647058826
1203,0.35294117647058826
1204,0.37142857142857144
1205,0.3888888888888889
1206,0.4166666666666667
1207,0.3888888888888889
1210,0.21875
1211,0.28125
1212,0.20588235294117646
1213,0.3684210526315789
1214,0.4
1215,0.25
1216,0.42105263157894735
1217,0.3076923076923077
1218,0.47368421052631576
1219,0.38461538461538464
1220,0.4411764705882353
1221,0.3055555555555556
1222,0.35294117647058826
1225,0.29411764705882354
1226,0.28125
1227,0.45
1228,0.2903225806451613
1229,0.3902439024390244
1232,0.358974358974359
1233,0.40540540540540543
1234,0.3541666666666667
1235,0.425
1236,0.4117647058823529
1237,0.20588235294117646
1238,0.25
1239,0.3055555555555556
1240,0.4146341463414634
1241,0.20588235294117646
1242,0.13333333333333333
1243,0.4411764705882353
1248,0.2857142857142857
1249,0.16216216216216217
1250,0.24242424242424243
1251,0.2857142857142857
1252,0.4090909090909091
1253,0.3783783783783784
1254,0.2727272727272727
1255,0.3783783783783784
1256,0.40540540540540543
1257,0.4523809523809524
1258,0.41025641025641024
1259,0.4878048780487805
1260,0.35294117647058826
1261,0.16129032258064516
1262,0.3125
1263,0.41025641025641024
1264,0.3333333333333333
1265,0.358974358974359
1266,0.375
1267,0.4166666666666667
1268,0.2413793103448276
1269,0.15625
1270,0.27906976744186046
1271,0.4523809523809524
1272,0.36363636363636365
1273,0.26666666666666666
1274,0.10714285714285714
1275,0.2571428571428571
1276,0.26666666666666666
1277,0.38095238095238093
1278,0.3157894736842105
1279,0.2777777777777778
1280,0.34210526315789475
1281,0.3235294117647059
1282,0.30303030303030304
1283,0.4
1284,0.2
1285,0.23529411764705882
1286,0.43478260869565216
1287,0.325
1288,0.2926829268292683
1289,0.3783783783783784
1290,0.1935483870967742
1291,0.3409090909090909
1292,0.18518518518518517
1293,0.3125
1294,0.35294117647058826
1295,0.358974358974359
1296,0.46153846153846156
1297,0.34375
1298,0.29411764705882354
1299,0.3333333333333333
1300,0.3783783783783784
1301,0.2857142857142857
1302,0.3333333333333333
1303,0.2972972972972973
1304,0.2647058823529412
1305,0.358974358974359
1306,0.35714285714285715
1307,0.37142857142857144
1308,0.38461538461538464
1309,0.29411764705882354
1310,0.38461538461538464
1311,0.29411764705882354
1312,0.38235294117647056
1313,0.3333333333333333
1314,0.22580645161290322
1315,0.3076923076923077
1316,0.4186046511627907
1317,0.2903225806451613
1318,0.38636363636363635
1319,0.3783783783783784
1322,0.1875
1323,0.4411764705882353
1324,0.21212121212121213
1325,0.3333333333333333
1326,0.36363636363636365
1327,0.375
1328,0.2894736842105263
1329,0.22580645161290322
1330,0.2777777777777778
1331,0.35135135135135137
1332,0.46511627906976744
1333,0.5
1334,0.37209302325581395
1335,0.24242424242424243
1336,0.35
1337,0.35135135135135137
1338,0.2777777777777778
1339,0.3142857142857143
1340,0.35714285714285715
1341,0.42857142857142855
1342,0.3235294117647059
1343,0.3125
1344,0.25
1345,0.3333333333333333
1346,0.36363636363636365
1347,0.3783783783783784
1348,0.35
1349,0.38461538461538464
1350,0.3684210526315789
1351,0.35294117647058826
1352,0.4
1353,0.2857142857142857
1354,0.45454545454545453
1355,0.34210526315789475
1356,0.3170731707317073
1357,0.21212121212121213
1358,0.3333333333333333
1359,0.35135135135135137
1360,0.2702702702702703
1361,0.38235294117647056
1362,0.42857142857142855
1363,0.3783783783783784
1364,0.4146341463414634
1365,0.22580645161290322
1366,0.4
1367,0.3953488372093023
1370,0.2857142857142857
1371,0.34285714285714286
