,COL_ba
380,0.13793103448275862
381,0.3235294117647059
382,0.38235294117647056
383,0.25806451612903225
384,0.16
385,0.17857142857142858
386,0.2727272727272727
387,0.3235294117647059
388,0.35135135135135137
389,0.35135135135135137
390,0.4444444444444444
391,0.20689655172413793
392,0.3142857142857143
393,0.3142857142857143
394,0.37142857142857144
395,0.2647058823529412
396,0.2647058823529412
397,0.3870967741935484
398,0.30303030303030304
399,0.3333333333333333
400,0.20689655172413793
401,0.26666666666666666
402,0.3333333333333333
403,0.37142857142857144
404,0.3333333333333333
405,0.2857142857142857
406,0.3055555555555556
407,0.2727272727272727
408,0.30303030303030304
409,0.25806451612903225
410,0.1875
411,0.25806451612903225
412,0.21428571428571427
413,0.17857142857142858
414,0.29411764705882354
415,0.4358974358974359
416,0.2857142857142857
417,0.2857142857142857
418,0.3333333333333333
419,0.358974358974359
420,0.3235294117647059
421,0.23333333333333334
422,0.25
423,0.4
424,0.3888888888888889
425,0.25
426,0.3
427,0.32432432432432434
428,0.3783783783783784
429,0.2926829268292683
430,0.2
431,0.36666666666666664
432,0.2857142857142857
433,0.14814814814814814
434,0.3235294117647059
435,0.2222222222222222
436,0.36363636363636365
437,0.35294117647058826
438,0.3333333333333333
439,0.16129032258064516
440,0.375
441,0.2727272727272727
442,0.13333333333333333
443,0.38095238095238093
444,0.4883720930232558
445,0.23529411764705882
446,0.3225806451612903
447,0.22580645161290322
448,0.3333333333333333
449,0.3225806451612903
450,0.27586206896551724
451,0.13333333333333333
452,0.3142857142857143
455,0.3125
456,0.1935483870967742
457,0.26666666666666666
458,0.42857142857142855
459,0.3684210526315789
460,0.3333333333333333
461,0.2413793103448276
462,0.47368421052631576
463,0.2222222222222222
464,0.16129032258064516
465,0.2903225806451613
466,0.17857142857142858
467,0.3
468,0.24
469,0.20689655172413793
470,0.23529411764705882
471,0.22580645161290322
472,0.39473684210526316
473,0.375
474,0.34375
475,0.4318181818181818
476,0.3333333333333333
477,0.2647058823529412
478,0.2727272727272727
479,0.35
480,0.20588235294117646
481,0.27586206896551724
482,0.36363636363636365
483,0.23529411764705882
484,0.19230769230769232
485,0.375
486,0.32432432432432434
487,0.42857142857142855
488,0.24242424242424243
489,0.4186046511627907
490,0.4634146341463415
491,0.24242424242424243
492,0.35135135135135137
493,0.22580645161290322
494,0.2647058823529412
495,0.14814814814814814
496,0.26666666666666666
497,0.10344827586206896
498,0.13793103448275862
499,0.32142857142857145
500,0.2647058823529412
501,0.23529411764705882
502,0.2857142857142857
503,0.3333333333333333
504,0.2727272727272727
505,0.3076923076923077
506,0.3191489361702128
507,0.18518518518518517
508,0.17857142857142858
509,0.2972972972972973
510,0.21428571428571427
511,0.28125
512,0.10714285714285714
513,0.4
514,0.3
515,0.1794871794871795
516,0.2
517,0.35294117647058826
518,0.42424242424242425
519,0.3333333333333333
520,0.1875
521,0.35135135135135137
522,0.26666666666666666
523,0.1935483870967742
524,0.25925925925925924
525,0.35294117647058826
526,0.25
527,0.2727272727272727
528,0.25925925925925924
529,0.35294117647058826
530,0.38235294117647056
531,0.1935483870967742
532,0.22580645161290322
533,0.43243243243243246
534,0.4358974358974359
535,0.40476190476190477
536,0.23333333333333334
537,0.29411764705882354
538,0.3783783783783784
539,0.14285714285714285
540,0.375
541,0.1935483870967742
542,0.041666666666666664
543,0.20833333333333334
544,0.13333333333333333
545,0.21875
546,0.2571428571428571
547,0.2692307692307692
548,0.24242424242424243
549,0.38461538461538464
550,0.20588235294117646
551,0.3
552,0.4594594594594595
553,0.25806451612903225
554,0.23333333333333334
555,0.30303030303030304
556,0.30303030303030304
557,0.39473684210526316
558,0.3902439024390244
559,0.3225806451612903
560,0.40540540540540543
561,0.18181818181818182
562,0.5
563,0.3235294117647059
564,0.32142857142857145
565,0.30303030303030304
566,0.2692307692307692
567,0.18518518518518517
568,0.18181818181818182
569,0.2903225806451613
570,0.2727272727272727
571,0.20588235294117646
572,0.35135135135135137
573,0.37142857142857144
574,0.3
575,0.21875
576,0.25
577,0.2222222222222222
578,0.34210526315789475
579,0.41025641025641024
580,0.21875
581,0.28125
582,0.3103448275862069
583,0.17857142857142858
584,0.1935483870967742
585,0.16129032258064516
586,0.2
587,0.29411764705882354
588,0.20689655172413793
589,0.2
590,0.21428571428571427
591,0.15625
592,0.20689655172413793
593,0.3142857142857143
594,0.25
595,0.30303030303030304
596,0.4473684210526316
597,0.2222222222222222
598,0.3055555555555556
599,0.2903225806451613
600,0.35
601,0.34375
602,0.2222222222222222
603,0.3333333333333333
604,0.30303030303030304
605,0.28125
606,0.3611111111111111
607,0.2926829268292683
608,0.38461538461538464
609,0.22580645161290322
610,0.16
611,0.25806451612903225
612,0.3125
613,0.3225806451612903
614,0.2857142857142857
615,0.1935483870967742
616,0.16666666666666666
619,0.3125
620,0.35
621,0.30303030303030304
622,0.06896551724137931
623,0.27586206896551724
624,0.37142857142857144
625,0.34285714285714286
626,0.1724137931034483
627,0.27586206896551724
628,0.14705882352941177
629,0.41025641025641024
630,0.4594594594594595
631,0.425
632,0.3225806451612903
633,0.12903225806451613
634,0.20689655172413793
635,0.3142857142857143
636,0.3888888888888889
637,0.25
638,0.3
639,0.2962962962962963
640,0.3939393939393939
641,0.32432432432432434
642,0.475
643,0.18518518518518517
644,0.3448275862068966
645,0.25806451612903225
646,0.19444444444444445
647,0.2564102564102564
648,0.25
649,0.2647058823529412
650,0.35714285714285715
651,0.16666666666666666
652,0.1724137931034483
653,0.21875
654,0.42857142857142855
655,0.3
656,0.16666666666666666
657,0.26666666666666666
658,0.19230769230769232
659,0.3142857142857143
660,0.06896551724137931
661,0.22580645161290322
662,0.2903225806451613
663,0.23333333333333334
664,0.3055555555555556
665,0.21875
666,0.1875
667,0.25
668,0.358974358974359
669,0.3684210526315789
670,0.4318181818181818
671,0.2
672,0.23529411764705882
673,0.2391304347826087
674,0.17857142857142858
675,0.21875
676,0.19444444444444445
677,0.22857142857142856
678,0.23333333333333334
679,0.1111111111111111
682,0.1
683,0.358974358974359
684,0.2903225806451613
685,0.21875
686,0.32432432432432434
687,0.20689655172413793
690,0.3225806451612903
691,0.4
692,0.2647058823529412
693,0.1
694,0.23529411764705882
695,0.11538461538461539
696,0.23529411764705882
697,0.17857142857142858
698,0.2647058823529412
699,0.2857142857142857
700,0.2857142857142857
701,0.475
702,0.3125
703,0.28125
704,0.3888888888888889
705,0.13333333333333333
706,0.10344827586206896
707,0.22580645161290322
708,0.21875
709,0.1724137931034483
710,0.12
711,0.16129032258064516
712,0.34285714285714286
713,0.39285714285714285
714,0.2903225806451613
715,0.1935483870967742
716,0.425
717,0.3142857142857143
718,0.3333333333333333
719,0.28125
720,0.20689655172413793
721,0.43478260869565216
722,0.3055555555555556
723,0.34375
724,0.21428571428571427
725,0.37142857142857144
726,0.42424242424242425
727,0.24489795918367346
728,0.25
729,0.2571428571428571
730,0.26666666666666666
731,0.25
732,0.18518518518518517
733,0.2857142857142857
734,0.3235294117647059
735,0.38235294117647056
736,0.3333333333333333
737,0.2903225806451613
738,0.038461538461538464
739,0.4523809523809524
740,0.25806451612903225
741,0.24242424242424243
742,0.35135135135135137
743,0.2647058823529412
744,0.30303030303030304
745,0.45
746,0.2
747,0.2972972972972973
748,0.3870967741935484
749,0.375
750,0.42857142857142855
751,0.1
754,0.24242424242424243
755,0.34210526315789475
756,0.2571428571428571
757,0.2857142857142857
758,0.3157894736842105
759,0.2727272727272727
760,0.20689655172413793
761,0.1794871794871795
762,0.3548387096774194
763,0.35714285714285715
764,0.27586206896551724
765,0.21875
766,0.20689655172413793
767,0.21875
768,0.32432432432432434
769,0.2571428571428571
770,0.3125
771,0.4
772,0.20689655172413793
773,0.3888888888888889
774,0.2727272727272727
775,0.25
776,0.38235294117647056
777,0.2
778,0.28125
779,0.22580645161290322
780,0.3142857142857143
781,0.3125
782,0.26666666666666666
783,0.2571428571428571
784,0.21875
785,0.32432432432432434
786,0.4358974358974359
787,0.1935483870967742
788,0.20588235294117646
789,0.23529411764705882
790,0.24242424242424243
791,0.22580645161290322
792,0.25
793,0.4444444444444444
794,0.28125
795,0.22580645161290322
796,0.10344827586206896
797,0.24242424242424243
798,0.34285714285714286
799,0.2692307692307692
800,0.25
801,0.21875
802,0.35294117647058826
803,0.25
804,0.30303030303030304
805,0.16666666666666666
806,0.358974358974359
807,0.2
808,0.25
809,0.2777777777777778
810,0.3333333333333333
811,0.25
812,0.2
813,0.23529411764705882
814,0.27586206896551724
815,0.2
816,0.1935483870967742
817,0.3142857142857143
818,0.25
819,0.24242424242424243
820,0.35135135135135137
821,0.2857142857142857
822,0.2
823,0.13793103448275862
824,0.13333333333333333
825,0.35294117647058826
826,0.2
827,0.14285714285714285
828,0.18518518518518517
829,0.3611111111111111
830,0.46153846153846156
831,0.20689655172413793
832,0.325
833,0.4
834,0.13333333333333333
835,0.14285714285714285
836,0.1935483870967742
837,0.27586206896551724
838,0.18518518518518517
839,0.21428571428571427
840,0.10344827586206896
841,0.13333333333333333
842,0.32432432432432434
843,0.20689655172413793
844,0.16129032258064516
845,0.1875
846,0.3333333333333333
847,0.3870967741935484
848,0.4358974358974359
849,0.16129032258064516
850,0.3333333333333333
851,0.25806451612903225
852,0.26666666666666666
853,0.175
854,0.1724137931034483
855,0.425
856,0.38235294117647056
857,0.10714285714285714
858,0.20689655172413793
859,0.25
860,0.25
861,0.3055555555555556
862,0.28125
863,0.3157894736842105
864,0.3333333333333333
865,0.3142857142857143
866,0.3870967741935484
867,0.35135135135135137
868,0.2894736842105263
869,0.40476190476190477
870,0.3055555555555556
871,0.2564102564102564
872,0.32432432432432434
873,0.34210526315789475
874,0.2857142857142857
875,0.14814814814814814
876,0.21212121212121213
877,0.3611111111111111
878,0.20689655172413793
879,0.3333333333333333
880,0.30303030303030304
881,0.38461538461538464
882,0.2903225806451613
883,0.35135135135135137
884,0.3548387096774194
885,0.2857142857142857
886,0.2903225806451613
887,0.32432432432432434
888,0.25
889,0.19230769230769232
890,0.3333333333333333
891,0.16666666666666666
892,0.1
893,0.34375
894,0.1724137931034483
895,0.1935483870967742
896,0.11538461538461539
897,0.25
898,0.22580645161290322
899,0.25
900,0.25
901,0.1875
902,0.21875
903,0.3333333333333333
904,0.1724137931034483
905,0.2647058823529412
906,0.358974358974359
907,0.24242424242424243
908,0.2692307692307692
909,0.2777777777777778
910,0.037037037037037035
911,0.2727272727272727
912,0.1935483870967742
913,0.16666666666666666
914,0.20588235294117646
915,0.13793103448275862
916,0.38235294117647056
917,0.25806451612903225
918,0.13333333333333333
919,0.3225806451612903
920,0.23076923076923078
921,0.07142857142857142
922,0.29411764705882354
923,0.3142857142857143
924,0.3333333333333333
925,0.2777777777777778
926,0.1935483870967742
927,0.22580645161290322
928,0.10714285714285714
929,0.3333333333333333
930,0.1935483870967742
931,0.28125
932,0.2903225806451613
933,0.1875
934,0.3055555555555556
935,0.1724137931034483
936,0.2727272727272727
937,0.3235294117647059
938,0.16129032258064516
939,0.41025641025641024
940,0.30303030303030304
941,0.1935483870967742
942,0.15384615384615385
943,0.3548387096774194
944,0.20588235294117646
945,0.22580645161290322
946,0.2972972972972973
947,0.24242424242424243
948,0.2647058823529412
949,0.2857142857142857
950,0.1875
951,0.35
952,0.24242424242424243
953,0.2857142857142857
954,0.13793103448275862
955,0.22580645161290322
956,0.25806451612903225
957,0.2962962962962963
958,0.21212121212121213
959,0.3548387096774194
960,0.2
961,0.17857142857142858
962,0.23529411764705882
963,0.10344827586206896
964,0.21875
965,0.17857142857142858
966,0.2727272727272727
967,0.13793103448275862
968,0.23529411764705882
969,0.32432432432432434
970,0.43902439024390244
971,0.18518518518518517
972,0.2727272727272727
973,0.14285714285714285
974,0.07692307692307693
975,0.42105263157894735
976,0.17857142857142858
977,0.3
978,0.25806451612903225
979,0.16216216216216217
980,0.37142857142857144
981,0.36666666666666664
982,0.35294117647058826
983,0.2727272727272727
984,0.32432432432432434
985,0.21428571428571427
986,0.14814814814814814
987,0.39285714285714285
988,0.03571428571428571
989,0.25806451612903225
990,0.17857142857142858
991,0.16666666666666666
992,0.3469387755102041
993,0.358974358974359
994,0.2
995,0.2
996,0.29411764705882354
997,0.3076923076923077
998,0.29411764705882354
999,0.2727272727272727
1000,0.30303030303030304
1001,0.25806451612903225
1002,0.20689655172413793
1003,0.24242424242424243
1004,0.2702702702702703
1005,0.3333333333333333
1006,0.34285714285714286
1007,0.3142857142857143
1008,0.3902439024390244
1009,0.28125
1010,0.3076923076923077
1011,0.2727272727272727
1012,0.2857142857142857
1013,0.23684210526315788
1014,0.35135135135135137
1015,0.26666666666666666
1016,0.20689655172413793
1017,0.3
1018,0.1
1019,0.25
1020,0.42857142857142855
1021,0.30303030303030304
1022,0.4594594594594595
1023,0.3055555555555556
1024,0.23076923076923078
1025,0.2647058823529412
1026,0.3142857142857143
1027,0.3902439024390244
1028,0.34375
1029,0.13333333333333333
1030,0.21428571428571427
1031,0.25806451612903225
1032,0.3225806451612903
1033,0.16129032258064516
1034,0.1935483870967742
1035,0.2903225806451613
1036,0.26666666666666666
1037,0.22580645161290322
1038,0.1935483870967742
1039,0.3333333333333333
1040,0.34210526315789475
1041,0.38181818181818183
1042,0.3611111111111111
1043,0.38461538461538464
1044,0.21875
1045,0.3125
1046,0.2702702702702703
1047,0.1935483870967742
1048,0.35
1049,0.21212121212121213
1050,0.1875
1051,0.2857142857142857
1052,0.25806451612903225
1053,0.38636363636363635
1054,0.2647058823529412
1055,0.24242424242424243
1056,0.3684210526315789
1057,0.35135135135135137
1058,0.2
1059,0.3333333333333333
1060,0.37142857142857144
1061,0.24242424242424243
1062,0.2
1063,0.5333333333333333
1064,0.28125
1067,0.35
1068,0.42857142857142855
1069,0.34285714285714286
1070,0.3888888888888889
1071,0.12903225806451613
1072,0.425
1075,0.21875
1076,0.25
1077,0.24
1078,0.26666666666666666
1079,0.13333333333333333
1080,0.2727272727272727
1081,0.23529411764705882
1082,0.28125
1083,0.35
1084,0.22580645161290322
1085,0.38235294117647056
1086,0.35294117647058826
1087,0.26666666666666666
1088,0.36666666666666664
1089,0.3142857142857143
1090,0.1935483870967742
1091,0.3142857142857143
1092,0.3142857142857143
1093,0.32432432432432434
1094,0.1875
1095,0.23529411764705882
1096,0.2894736842105263
1097,0.2
1098,0.32142857142857145
1099,0.12903225806451613
1100,0.3
1101,0.3939393939393939
1102,0.23076923076923078
1103,0.4166666666666667
1104,0.23333333333333334
1105,0.30303030303030304
1106,0.32432432432432434
1107,0.375
1108,0.43243243243243246
1109,0.45
1110,0.4375
1111,0.4594594594594595
1112,0.20689655172413793
1113,0.25806451612903225
1114,0.1724137931034483
1115,0.2222222222222222
1116,0.21212121212121213
1117,0.20689655172413793
1118,0.20689655172413793
1119,0.3142857142857143
1120,0.2903225806451613
1121,0.30303030303030304
1122,0.24242424242424243
1123,0.2647058823529412
1124,0.34375
1125,0.29411764705882354
1126,0.3939393939393939
1127,0.1935483870967742
1128,0.3235294117647059
1129,0.15384615384615385
1130,0.23333333333333334
1131,0.375
1132,0.4
1133,0.23529411764705882
1134,0.15555555555555556
1135,0.1111111111111111
1136,0.23529411764705882
1137,0.16666666666666666
1138,0.24242424242424243
1139,0.1724137931034483
1140,0.2702702702702703
1141,0.10714285714285714
1142,0.2777777777777778
1143,0.2903225806451613
1144,0.21875
1145,0.23333333333333334
1146,0.3235294117647059
1147,0.25
1148,0.037037037037037035
1149,0.2222222222222222
1150,0.4
1151,0.3333333333333333
1152,0.42857142857142855
1153,0.20689655172413793
1154,0.38235294117647056
1155,0.2
1156,0.25
1157,0.15625
1158,0.4878048780487805
1159,0.29411764705882354
1160,0.3448275862068966
1161,0.2
1162,0.375
1163,0.2
1164,0.2727272727272727
1165,0.2647058823529412
1166,0.475
1167,0.34375
1168,0.425
1169,0.2727272727272727
1170,0.5294117647058824
1171,0.35135135135135137
1172,0.42857142857142855
1173,0.1875
1174,0.2903225806451613
1175,0.2222222222222222
1176,0.4117647058823529
1177,0.2857142857142857
1178,0.24242424242424243
1179,0.2
1180,0.20689655172413793
1181,0.2
1182,0.2
1183,0.3142857142857143
1184,0.425
1185,0.21212121212121213
1186,0.21875
1187,0.1935483870967742
1188,0.3125
1189,0.34375
1190,0.2702702702702703
1193,0.20689655172413793
1194,0.5
1195,0.42857142857142855
1196,0.41025641025641024
1197,0.3157894736842105
1198,0.16
1199,0.26
1200,0.17857142857142858
1201,0.16666666666666666
1202,0.18518518518518517
1203,0.18518518518518517
1204,0.26666666666666666
1205,0.3125
1206,0.3103448275862069
1207,0.2903225806451613
1210,0.21875
1211,0.17857142857142858
1212,0.15625
1213,0.3235294117647059
1214,0.28125
1215,0.20588235294117646
1216,0.36363636363636365
1217,0.2894736842105263
1218,0.3103448275862069
1219,0.3333333333333333
1220,0.3870967741935484
1221,0.30303030303030304
1222,0.2903225806451613
1225,0.2
1226,0.25806451612903225
1227,0.36363636363636365
1228,0.26666666666666666
1229,0.29411764705882354
1232,0.32432432432432434
1233,0.3125
1234,0.24390243902439024
1235,0.2903225806451613
1236,0.3333333333333333
1237,0.18181818181818182
1238,0.2
1239,0.22580645161290322
1240,0.34285714285714286
1241,0.13333333333333333
1242,0.13333333333333333
1243,0.32142857142857145
1248,0.16666666666666666
1249,0.11428571428571428
1250,0.21875
1251,0.1935483870967742
1252,0.32432432432432434
1253,0.35294117647058826
1254,0.25
1255,0.37142857142857144
1256,0.2903225806451613
1257,0.41025641025641024
1258,0.30303030303030304
1259,0.4
1260,0.3
1261,0.16129032258064516
1262,0.2413793103448276
1263,0.3333333333333333
1264,0.15384615384615385
1265,0.2647058823529412
1266,0.3055555555555556
1267,0.36363636363636365
1268,0.21428571428571427
1269,0.12903225806451613
1270,0.23076923076923078
1271,0.3888888888888889
1272,0.25
1273,0.21428571428571427
1274,0.038461538461538464
1275,0.16666666666666666
1276,0.2413793103448276
1277,0.3157894736842105
1278,0.21212121212121213
1279,0.21212121212121213
1280,0.21875
1281,0.2903225806451613
1282,0.23333333333333334
1283,0.3225806451612903
1284,0.1724137931034483
1285,0.13333333333333333
1286,0.358974358974359
1287,0.3076923076923077
1288,0.23684210526315788
1289,0.30303030303030304
1290,0.16666666666666666
1291,0.2564102564102564
1292,0.18518518518518517
1293,0.2413793103448276
1294,0.3333333333333333
1295,0.24242424242424243
1296,0.3225806451612903
1297,0.3
1298,0.22580645161290322
1299,0.22580645161290322
1300,0.3125
1301,0.24242424242424243
1302,0.29411764705882354
1303,0.2571428571428571
1304,0.1935483870967742
1305,0.32432432432432434
1306,0.2894736842105263
1307,0.26666666666666666
1308,0.3611111111111111
1309,0.22580645161290322
1310,0.3142857142857143
1311,0.22580645161290322
1312,0.3225806451612903
1313,0.3125
1314,0.2
1315,0.25
1316,0.3055555555555556
1317,0.26666666666666666
1318,0.2894736842105263
1319,0.28125
1322,0.1875
1323,0.2692307692307692
1324,0.10344827586206896
1325,0.2903225806451613
1326,0.19230769230769232
1327,0.2857142857142857
1328,0.21212121212121213
1329,0.23333333333333334
1330,0.21875
1331,0.28125
1332,0.39473684210526316
1333,0.4166666666666667
1334,0.2894736842105263
1335,0.1935483870967742
1336,0.23529411764705882
1337,0.2727272727272727
1338,0.21212121212121213
1339,0.25
1340,0.2702702702702703
1341,0.3684210526315789
1342,0.25806451612903225
1343,0.2413793103448276
1344,0.2571428571428571
1345,0.22580645161290322
1346,0.3333333333333333
1347,0.3235294117647059
1348,0.2972972972972973
1349,0.29411764705882354
1350,0.3142857142857143
1351,0.2413793103448276
1352,0.2727272727272727
1353,0.2647058823529412
1354,0.4146341463414634
1355,0.24242424242424243
1356,0.2222222222222222
1357,0.21212121212121213
1358,0.30303030303030304
1359,0.2727272727272727
1360,0.12903225806451613
1361,0.3225806451612903
1362,0.3611111111111111
1363,0.3611111111111111
1364,0.35135135135135137
1365,0.1724137931034483
1366,0.34375
1367,0.32432432432432434
1370,0.21875
1371,0.2903225806451613
1372,0.3235294117647059
1373,0.36363636363636365
1374,0.16
1375,0.3870967741935484
1376,0.16129032258064516
1377,0.13793103448275862
1378,0.41025641025641024
1379,0.25
1380,0.40540540540540543
1381,0.20689655172413793
1382,0.2
1383,0.2857142857142857
1384,0.3793103448275862
1385,0.375
1386,0.3225806451612903
1387,0.42857142857142855
1388,0.15625
1389,0.28125
1390,0.2647058823529412
1391,0.3684210526315789
